,econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle,lrgen,lrecon,galtan,party_id,party_id,party_id,party_id
2287,1.0,2.0,0.0,3.0,3.0,1.0,1.0,1.0,5.0,601.0,601.0,601.0,601.0
2288,3.0,6.0,2.0,2.0,3.0,1.0,1.0,2.0,7.0,601.0,601.0,601.0,601.0
2289,0.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,601.0,601.0,601.0,601.0
2290,0.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,601.0,601.0,601.0,601.0
2291,0.0,5.0,0.0,6.0,6.0,4.0,0.0,0.0,5.0,601.0,601.0,601.0,601.0
2292,4.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,602.0,602.0,602.0,602.0
2293,0.0,6.0,2.0,1.0,4.0,0.0,3.0,4.0,3.0,602.0,602.0,602.0,602.0
2294,4.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,602.0,602.0,602.0,602.0
2295,4.0,7.0,4.0,4.0,6.0,2.0,4.0,4.0,3.0,602.0,602.0,602.0,602.0
2296,3.0,3.0,2.0,2.0,0.0,0.0,4.0,3.0,2.0,602.0,602.0,602.0,602.0
2297,5.0,6.0,4.0,3.0,3.0,2.0,3.0,3.0,7.0,602.0,602.0,602.0,602.0
2298,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,602.0,602.0,602.0,602.0
2299,1.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,602.0,602.0,602.0,602.0
2300,5.0,9.0,4.0,3.0,3.0,1.0,4.0,4.0,7.0,605.0,605.0,605.0,605.0
2301,3.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,605.0,605.0,605.0,605.0
2302,0.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0,605.0,605.0,605.0,605.0
2303,5.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,605.0,605.0,605.0,605.0
2304,4.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,605.0,605.0,605.0,605.0
2305,3.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,605.0,605.0,605.0,605.0
2306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,605.0,605.0,605.0,605.0
2307,0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,605.0,605.0,605.0,605.0
2308,9.0,8.0,7.0,7.0,10.0,9.0,9.0,10.0,9.0,609.0,609.0,609.0,609.0
2309,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,609.0,609.0,609.0,609.0
2310,6.0,4.0,8.0,8.0,7.0,8.0,8.0,8.0,3.0,609.0,609.0,609.0,609.0
2311,8.0,5.0,8.0,6.0,6.0,5.0,7.0,7.0,8.0,609.0,609.0,609.0,609.0
2312,9.0,8.0,7.0,9.0,8.0,9.0,8.0,8.0,7.0,609.0,609.0,609.0,609.0
2313,1.0,9.0,7.0,9.0,8.0,8.0,8.0,7.0,7.0,609.0,609.0,609.0,609.0
2314,9.0,10.0,9.0,8.0,8.0,9.0,8.0,10.0,7.0,609.0,609.0,609.0,609.0
2315,6.0,7.0,7.0,8.0,9.0,7.0,8.0,8.0,7.0,609.0,609.0,609.0,609.0
2316,1.0,8.0,1.0,10.0,10.0,9.0,10.0,10.0,10.0,610.0,610.0,610.0,610.0
2317,4.0,8.0,7.0,9.0,10.0,6.0,10.0,6.0,6.0,610.0,610.0,610.0,610.0
2318,5.0,9.0,6.0,9.0,10.0,7.0,10.0,4.0,8.0,610.0,610.0,610.0,610.0
2319,4.0,7.0,5.0,10.0,10.0,8.0,10.0,7.0,10.0,610.0,610.0,610.0,610.0
2320,5.0,7.0,3.0,8.0,9.0,8.0,8.0,9.0,9.0,610.0,610.0,610.0,610.0
2321,2.0,8.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,610.0,610.0,610.0,610.0
2322,4.0,4.0,5.0,8.0,10.0,7.0,10.0,5.0,4.0,610.0,610.0,610.0,610.0
2323,6.0,7.0,3.0,10.0,10.0,7.0,10.0,4.0,8.0,610.0,610.0,610.0,610.0
2324,,,6.0,,8.0,6.0,7.0,7.0,6.0,613.0,613.0,613.0,613.0
2325,2.0,3.0,2.0,3.0,3.0,1.0,5.0,5.0,4.0,613.0,613.0,613.0,613.0
2326,6.0,8.0,,8.0,7.0,6.0,6.0,6.0,5.0,613.0,613.0,613.0,613.0
2327,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,613.0,613.0,613.0,613.0
2328,6.0,6.0,6.0,3.0,7.0,1.0,7.0,8.0,4.0,613.0,613.0,613.0,613.0
2329,9.0,10.0,9.0,6.0,6.0,6.0,7.0,8.0,4.0,613.0,613.0,613.0,613.0
2330,7.0,6.0,7.0,1.0,2.0,3.0,5.0,5.0,2.0,613.0,613.0,613.0,613.0
2331,5.0,5.0,6.0,6.0,5.0,7.0,7.0,6.0,5.0,613.0,613.0,613.0,613.0
2332,3.0,6.0,2.0,3.0,4.0,1.0,2.0,2.0,8.0,627.0,627.0,627.0,627.0
2333,1.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,5.0,627.0,627.0,627.0,627.0
2334,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,627.0,627.0,627.0,627.0
2335,1.0,4.0,0.0,5.0,5.0,3.0,1.0,1.0,3.0,627.0,627.0,627.0,627.0
2336,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,627.0,627.0,627.0,627.0
2337,0.0,0.0,0.0,2.0,4.0,0.0,2.0,1.0,2.0,627.0,627.0,627.0,627.0
2338,0.0,8.0,0.0,2.0,3.0,,1.0,0.0,4.0,627.0,627.0,627.0,627.0
2339,2.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,627.0,627.0,627.0,627.0
2340,8.0,9.0,7.0,10.0,10.0,9.0,10.0,8.0,10.0,628.0,628.0,628.0,628.0
2341,5.0,9.0,6.0,9.0,10.0,8.0,10.0,4.0,8.0,628.0,628.0,628.0,628.0
2342,,,7.0,10.0,10.0,9.0,9.0,7.0,9.0,628.0,628.0,628.0,628.0
2343,,,,,,,,,9.0,628.0,628.0,628.0,628.0
2344,5.0,5.0,5.0,8.0,8.0,8.0,8.0,9.0,9.0,628.0,628.0,628.0,628.0
2345,,,,,,,,,,628.0,628.0,628.0,628.0
2346,5.0,3.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,628.0,628.0,628.0,628.0
2347,,,,,10.0,,9.0,,10.0,628.0,628.0,628.0,628.0
2348,6.0,4.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,626.0,626.0,626.0,626.0
2349,6.0,7.0,6.0,8.0,5.0,2.0,6.0,6.0,4.0,626.0,626.0,626.0,626.0
2350,,,,,,,,,,626.0,626.0,626.0,626.0
2351,7.0,4.0,7.0,3.0,1.0,2.0,6.0,6.0,2.0,626.0,626.0,626.0,626.0
2352,6.0,7.0,5.0,5.0,8.0,3.0,6.0,6.0,4.0,626.0,626.0,626.0,626.0
2353,,,,,,,,,,626.0,626.0,626.0,626.0
2354,5.0,5.0,5.0,6.0,7.0,1.0,7.0,7.0,1.0,626.0,626.0,626.0,626.0
2355,1.0,4.0,6.0,8.0,7.0,2.0,6.0,6.0,1.0,626.0,626.0,626.0,626.0
2356,8.0,8.0,8.0,9.0,5.0,6.0,6.0,6.0,7.0,301.0,301.0,301.0,301.0
2357,4.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,302.0,302.0,302.0,302.0
2358,10.0,9.0,10.0,2.0,3.0,3.0,7.0,7.0,4.0,303.0,303.0,303.0,303.0
2359,2.0,0.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,304.0,304.0,304.0,304.0
2360,0.0,5.0,0.0,0.0,6.0,1.0,1.0,1.0,5.0,306.0,306.0,306.0,306.0
2361,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,308.0,308.0,308.0,308.0
2362,9.0,10.0,6.0,10.0,10.0,9.0,10.0,10.0,10.0,310.0,310.0,310.0,310.0
2363,,,,,,,,,,311.0,311.0,311.0,311.0
2364,,,,,,,,,,312.0,312.0,312.0,312.0
2365,5.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,301.0,301.0,301.0,301.0
2366,3.0,6.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,302.0,302.0,302.0,302.0
2367,8.0,,8.0,2.0,7.0,3.0,7.0,8.0,4.0,303.0,303.0,303.0,303.0
2368,2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,304.0,304.0,304.0,304.0
2369,0.0,4.0,0.0,1.0,5.0,1.0,2.0,2.0,3.0,306.0,306.0,306.0,306.0
2370,5.0,8.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,308.0,308.0,308.0,308.0
2371,,8.0,4.0,9.0,10.0,8.0,9.0,5.0,8.0,310.0,310.0,310.0,310.0
2372,,,,1.0,,1.0,2.0,,2.0,311.0,311.0,311.0,311.0
2373,,,,,,,,,,312.0,312.0,312.0,312.0
2374,5.0,6.0,6.0,4.0,5.0,4.0,6.0,6.0,7.0,301.0,301.0,301.0,301.0
2375,4.0,6.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,302.0,302.0,302.0,302.0
2376,7.0,6.0,9.0,2.0,6.0,2.0,6.0,7.0,4.0,303.0,303.0,303.0,303.0
2377,2.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,0.0,304.0,304.0,304.0,304.0
2378,2.0,6.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,306.0,306.0,306.0,306.0
2379,5.0,6.0,6.0,4.0,7.0,4.0,7.0,8.0,8.0,308.0,308.0,308.0,308.0
2380,5.0,9.0,5.0,8.0,10.0,5.0,10.0,10.0,10.0,310.0,310.0,310.0,310.0
2381,,,,,,,,,,311.0,311.0,311.0,311.0
2382,,,,,,,,,,312.0,312.0,312.0,312.0
2383,3.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,301.0,301.0,301.0,301.0
2384,2.0,3.0,2.0,5.0,3.0,2.0,4.0,4.0,2.0,302.0,302.0,302.0,302.0
2385,9.0,10.0,10.0,5.0,5.0,4.0,6.0,9.0,5.0,303.0,303.0,303.0,303.0
2386,2.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,0.0,304.0,304.0,304.0,304.0
2387,0.0,6.0,0.0,1.0,4.0,2.0,2.0,1.0,4.0,306.0,306.0,306.0,306.0
2388,5.0,5.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,308.0,308.0,308.0,308.0
2389,6.0,10.0,5.0,9.0,10.0,10.0,9.0,7.0,9.0,310.0,310.0,310.0,310.0
2390,4.0,,3.0,1.0,,1.0,3.0,3.0,2.0,311.0,311.0,311.0,311.0
2391,,,,,,,,,,312.0,312.0,312.0,312.0
2392,7.0,7.0,6.0,7.0,4.0,5.0,6.0,6.0,5.0,301.0,301.0,301.0,301.0
2393,3.0,7.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,302.0,302.0,302.0,302.0
2394,9.0,4.0,9.0,3.0,7.0,6.0,7.0,8.0,4.0,303.0,303.0,303.0,303.0
2395,2.0,10.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,304.0,304.0,304.0,304.0
2396,0.0,5.0,0.0,3.0,3.0,2.0,2.0,1.0,3.0,306.0,306.0,306.0,306.0
2397,7.0,5.0,8.0,10.0,8.0,8.0,8.0,6.0,8.0,308.0,308.0,308.0,308.0
2398,,2.0,6.0,10.0,10.0,10.0,9.0,7.0,10.0,310.0,310.0,310.0,310.0
2399,,,,,,,,,,311.0,311.0,311.0,311.0
2400,,,,,,,,,,312.0,312.0,312.0,312.0
2401,4.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,301.0,301.0,301.0,301.0
2402,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,302.0,302.0,302.0,302.0
2403,9.0,8.0,9.0,2.0,6.0,1.0,6.0,7.0,3.0,303.0,303.0,303.0,303.0
2404,3.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,304.0,304.0,304.0,304.0
2405,0.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,5.0,306.0,306.0,306.0,306.0
2406,4.0,7.0,4.0,8.0,8.0,8.0,6.0,5.0,8.0,308.0,308.0,308.0,308.0
2407,5.0,10.0,5.0,9.0,10.0,10.0,9.0,6.0,10.0,310.0,310.0,310.0,310.0
2408,2.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,311.0,311.0,311.0,311.0
2409,,,,,,,,,,312.0,312.0,312.0,312.0
2410,7.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,301.0,301.0,301.0,301.0
2411,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,302.0,302.0,302.0,302.0
2412,10.0,7.0,9.0,3.0,6.0,1.0,7.0,9.0,3.0,303.0,303.0,303.0,303.0
2413,4.0,0.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,304.0,304.0,304.0,304.0
2414,0.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,306.0,306.0,306.0,306.0
2415,6.0,4.0,5.0,9.0,8.0,7.0,8.0,5.0,8.0,308.0,308.0,308.0,308.0
2416,7.0,8.0,7.0,10.0,10.0,9.0,10.0,8.0,10.0,310.0,310.0,310.0,310.0
2417,,,,,,,,,2.0,311.0,311.0,311.0,311.0
2418,,,,,,,,,,312.0,312.0,312.0,312.0
2419,,,,,,,7.0,8.0,8.0,301.0,301.0,301.0,301.0
2420,,,,,,,5.0,7.0,5.0,302.0,302.0,302.0,302.0
2421,,,,,,,5.0,9.0,1.0,303.0,303.0,303.0,303.0
2422,,,,,,,5.0,7.0,1.0,304.0,304.0,304.0,304.0
2423,,,,,,,2.0,3.0,4.0,306.0,306.0,306.0,306.0
2424,,,,,,,8.0,8.0,9.0,308.0,308.0,308.0,308.0
2425,,,,,,,9.0,8.0,10.0,310.0,310.0,310.0,310.0
2426,,,,,,,1.0,2.0,0.0,311.0,311.0,311.0,311.0
2427,,,,,,,1.0,2.0,0.0,312.0,312.0,312.0,312.0
2428,7.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,301.0,301.0,301.0,301.0
2429,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,302.0,302.0,302.0,302.0
2430,9.0,7.0,9.0,6.0,7.0,4.0,7.0,8.0,4.0,303.0,303.0,303.0,303.0
2431,5.0,3.0,5.0,3.0,2.0,2.0,4.0,5.0,1.0,304.0,304.0,304.0,304.0
2432,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,306.0,306.0,306.0,306.0
2433,7.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,308.0,308.0,308.0,308.0
2434,9.0,9.0,6.0,9.0,10.0,8.0,9.0,6.0,9.0,310.0,310.0,310.0,310.0
2435,,,,,,,,,,311.0,311.0,311.0,311.0
2436,,,,,,,,,,312.0,312.0,312.0,312.0
2437,4.0,4.0,6.0,7.0,7.0,2.0,6.0,7.0,4.0,301.0,301.0,301.0,301.0
2438,3.0,3.0,3.0,6.0,5.0,0.0,3.0,3.0,2.0,302.0,302.0,302.0,302.0
2439,8.0,7.0,8.0,5.0,7.0,0.0,7.0,8.0,2.0,303.0,303.0,303.0,303.0
2440,0.0,0.0,4.0,4.0,3.0,0.0,3.0,3.0,1.0,304.0,304.0,304.0,304.0
2441,0.0,2.0,0.0,4.0,3.0,0.0,1.0,1.0,2.0,306.0,306.0,306.0,306.0
2442,4.0,4.0,6.0,8.0,8.0,5.0,8.0,7.0,7.0,308.0,308.0,308.0,308.0
2443,6.0,10.0,6.0,10.0,10.0,7.0,10.0,6.0,10.0,310.0,310.0,310.0,310.0
2444,,,,,,,,,,311.0,311.0,311.0,311.0
2445,,,,,,,,,,312.0,312.0,312.0,312.0
2446,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,6.0,301.0,301.0,301.0,301.0
2447,3.0,4.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,302.0,302.0,302.0,302.0
2448,9.0,8.0,7.0,8.0,9.0,4.0,8.0,8.0,3.0,303.0,303.0,303.0,303.0
2449,4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,304.0,304.0,304.0,304.0
2450,2.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,306.0,306.0,306.0,306.0
2451,8.0,8.0,7.0,8.0,9.0,7.0,8.0,8.0,6.0,308.0,308.0,308.0,308.0
2452,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,310.0,310.0,310.0,310.0
2453,,,,,,,,,,311.0,311.0,311.0,311.0
2454,,,,,,,,,,312.0,312.0,312.0,312.0
2455,6.0,7.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,301.0,301.0,301.0,301.0
2456,3.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,302.0,302.0,302.0,302.0
2457,8.0,9.0,9.0,2.0,6.0,2.0,7.0,8.0,4.0,303.0,303.0,303.0,303.0
2458,4.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,304.0,304.0,304.0,304.0
2459,1.0,5.0,1.0,4.0,5.0,2.0,1.0,1.0,4.0,306.0,306.0,306.0,306.0
2460,6.0,7.0,6.0,7.0,8.0,6.0,7.0,6.0,8.0,308.0,308.0,308.0,308.0
2461,7.0,10.0,7.0,9.0,10.0,10.0,9.0,7.0,10.0,310.0,310.0,310.0,310.0
2462,,,,,,,,,,311.0,311.0,311.0,311.0
2463,,,,,,,,,,312.0,312.0,312.0,312.0
2464,8.0,8.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,301.0,301.0,301.0,301.0
2465,3.0,6.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,302.0,302.0,302.0,302.0
2466,10.0,9.0,10.0,3.0,6.0,2.0,8.0,9.0,2.0,303.0,303.0,303.0,303.0
2467,1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,304.0,304.0,304.0,304.0
2468,0.0,3.0,0.0,,2.0,,1.0,1.0,2.0,306.0,306.0,306.0,306.0
2469,9.0,8.0,8.0,10.0,8.0,8.0,8.0,6.0,8.0,308.0,308.0,308.0,308.0
2470,,10.0,6.0,10.0,10.0,10.0,9.0,5.0,9.0,310.0,310.0,310.0,310.0
2471,,,,,,2.0,,,1.0,311.0,311.0,311.0,311.0
2472,,,,,,,,,,312.0,312.0,312.0,312.0
2473,7.0,7.0,7.0,6.0,9.0,5.0,5.0,5.0,6.0,301.0,301.0,301.0,301.0
2474,1.0,5.0,2.0,3.0,6.0,0.0,5.0,5.0,1.0,302.0,302.0,302.0,302.0
2475,10.0,7.0,10.0,0.0,3.0,0.0,5.0,8.0,0.0,303.0,303.0,303.0,303.0
2476,2.0,0.0,5.0,0.0,0.0,0.0,2.0,6.0,0.0,304.0,304.0,304.0,304.0
2477,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,306.0,306.0,306.0,306.0
2478,5.0,6.0,6.0,7.0,9.0,5.0,5.0,5.0,7.0,308.0,308.0,308.0,308.0
2479,,10.0,5.0,10.0,10.0,10.0,9.0,6.0,9.0,310.0,310.0,310.0,310.0
2480,,,,,,0.0,,,,311.0,311.0,311.0,311.0
2481,,,,,,0.0,,,,312.0,312.0,312.0,312.0
2482,6.0,5.0,6.0,7.0,4.0,5.0,6.0,6.0,6.0,301.0,301.0,301.0,301.0
2483,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,302.0,302.0,302.0,302.0
2484,10.0,6.0,9.0,3.0,6.0,2.0,6.0,8.0,4.0,303.0,303.0,303.0,303.0
2485,6.0,0.0,6.0,1.0,0.0,0.0,4.0,5.0,0.0,304.0,304.0,304.0,304.0
2486,2.0,5.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,306.0,306.0,306.0,306.0
2487,5.0,5.0,5.0,8.0,6.0,6.0,7.0,6.0,8.0,308.0,308.0,308.0,308.0
2488,7.0,8.0,7.0,10.0,10.0,10.0,9.0,7.0,10.0,310.0,310.0,310.0,310.0
2489,4.0,5.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,311.0,311.0,311.0,311.0
2490,5.0,0.0,,,0.0,5.0,5.0,5.0,3.0,312.0,312.0,312.0,312.0
2491,5.0,7.0,6.0,8.0,7.0,6.0,7.0,7.0,7.0,301.0,301.0,301.0,301.0
2492,3.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,302.0,302.0,302.0,302.0
2493,9.0,8.0,8.0,5.0,4.0,2.0,6.0,8.0,4.0,303.0,303.0,303.0,303.0
2494,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,304.0,304.0,304.0,304.0
2495,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,306.0,306.0,306.0,306.0
2496,5.0,7.0,5.0,8.0,8.0,7.0,8.0,6.0,8.0,308.0,308.0,308.0,308.0
2497,9.0,9.0,8.0,9.0,10.0,9.0,9.0,8.0,9.0,310.0,310.0,310.0,310.0
2498,,,,1.0,1.0,1.0,2.0,3.0,1.0,311.0,311.0,311.0,311.0
2499,,1.0,,,,,1.0,2.0,,312.0,312.0,312.0,312.0
2500,6.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,5.0,301.0,301.0,301.0,301.0
2501,4.0,6.0,4.0,6.0,7.0,4.0,4.0,4.0,5.0,302.0,302.0,302.0,302.0
2502,7.0,7.0,8.0,3.0,7.0,2.0,7.0,8.0,4.0,303.0,303.0,303.0,303.0
2503,6.0,4.0,6.0,3.0,5.0,2.0,7.0,7.0,2.0,304.0,304.0,304.0,304.0
2504,2.0,5.0,2.0,6.0,5.0,3.0,2.0,2.0,4.0,306.0,306.0,306.0,306.0
2505,5.0,5.0,5.0,8.0,9.0,7.0,6.0,6.0,7.0,308.0,308.0,308.0,308.0
2506,5.0,9.0,5.0,10.0,10.0,10.0,9.0,5.0,10.0,310.0,310.0,310.0,310.0
2507,,,,,,,,,,311.0,311.0,311.0,311.0
2508,,,,,,,,,,312.0,312.0,312.0,312.0
2509,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,301.0,301.0,301.0,301.0
2510,1.0,2.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0,302.0,302.0,302.0,302.0
2511,7.0,7.0,5.0,7.0,5.0,2.0,6.0,6.0,5.0,303.0,303.0,303.0,303.0
2512,2.0,1.0,1.0,4.0,2.0,0.0,2.0,2.0,2.0,304.0,304.0,304.0,304.0
2513,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,306.0,306.0,306.0,306.0
2514,8.0,6.0,6.0,7.0,5.0,3.0,5.0,7.0,6.0,308.0,308.0,308.0,308.0
2515,5.0,8.0,5.0,10.0,8.0,9.0,8.0,8.0,9.0,310.0,310.0,310.0,310.0
2516,,,,,,,,,,311.0,311.0,311.0,311.0
2517,,,,,,,,,,312.0,312.0,312.0,312.0
2518,,7.0,,7.0,7.0,,7.0,6.0,7.0,301.0,301.0,301.0,301.0
2519,,5.0,,5.0,5.0,,3.0,3.0,3.0,302.0,302.0,302.0,302.0
2520,,9.0,,2.0,6.0,,5.0,8.0,2.0,303.0,303.0,303.0,303.0
2521,,1.0,,1.0,1.0,,3.0,3.0,1.0,304.0,304.0,304.0,304.0
2522,,4.0,,1.0,2.0,,1.0,1.0,2.0,306.0,306.0,306.0,306.0
2523,,6.0,,8.0,8.0,,8.0,5.0,8.0,308.0,308.0,308.0,308.0
2524,,1.0,,10.0,10.0,,9.0,5.0,9.0,310.0,310.0,310.0,310.0
2525,,,,,,,,,,311.0,311.0,311.0,311.0
2526,,,,,,,,,,312.0,312.0,312.0,312.0
2527,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,301.0,301.0,301.0,301.0
2528,2.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,302.0,302.0,302.0,302.0
2529,9.0,7.0,9.0,2.0,6.0,1.0,6.0,8.0,2.0,303.0,303.0,303.0,303.0
2530,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,304.0,304.0,304.0,304.0
2531,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,306.0,306.0,306.0,306.0
2532,4.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,3.0,308.0,308.0,308.0,308.0
2533,7.0,8.0,5.0,8.0,10.0,9.0,9.0,3.0,9.0,310.0,310.0,310.0,310.0
2534,1.0,,3.0,0.0,0.0,0.0,2.0,,0.0,311.0,311.0,311.0,311.0
2535,10.0,,,,,,,,,312.0,312.0,312.0,312.0
2536,6.0,6.0,5.0,7.0,6.0,6.0,5.0,5.0,7.0,301.0,301.0,301.0,301.0
2537,4.0,6.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,302.0,302.0,302.0,302.0
2538,7.0,8.0,7.0,4.0,7.0,2.0,6.0,7.0,8.0,303.0,303.0,303.0,303.0
2539,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,304.0,304.0,304.0,304.0
2540,1.0,8.0,2.0,5.0,3.0,3.0,1.0,1.0,4.0,306.0,306.0,306.0,306.0
2541,9.0,9.0,9.0,9.0,10.0,9.0,9.0,8.0,9.0,308.0,308.0,308.0,308.0
2542,3.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,310.0,310.0,310.0,310.0
2543,,,,,,,,,,311.0,311.0,311.0,311.0
2544,,,,,,,,,,312.0,312.0,312.0,312.0
2545,3.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,401.0,401.0,401.0,401.0
2546,5.0,8.0,5.0,2.0,5.0,2.0,5.0,5.0,3.0,401.0,401.0,401.0,401.0
2547,3.0,,3.0,3.0,7.0,5.0,4.0,3.0,3.0,401.0,401.0,401.0,401.0
2548,5.0,5.0,4.0,6.0,5.0,2.0,5.0,5.0,4.0,401.0,401.0,401.0,401.0
2549,3.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,401.0,401.0,401.0,401.0
2550,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,401.0,401.0,401.0,401.0
2551,5.0,5.0,4.0,4.0,6.0,,4.0,4.0,5.0,401.0,401.0,401.0,401.0
2552,8.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,401.0,401.0,401.0,401.0
2553,2.0,9.0,3.0,1.0,2.0,0.0,4.0,4.0,3.0,401.0,401.0,401.0,401.0
2554,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,402.0,402.0,402.0,402.0
2555,8.0,,8.0,8.0,7.0,7.0,7.0,9.0,8.0,402.0,402.0,402.0,402.0
2556,6.0,5.0,6.0,7.0,8.0,6.0,8.0,6.0,8.0,402.0,402.0,402.0,402.0
2557,5.0,4.0,7.0,7.0,7.0,6.0,6.0,8.0,7.0,402.0,402.0,402.0,402.0
2558,8.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,402.0,402.0,402.0,402.0
2559,10.0,9.0,7.0,10.0,9.0,8.0,8.0,9.0,9.0,402.0,402.0,402.0,402.0
2560,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,402.0,402.0,402.0,402.0
2561,7.0,10.0,10.0,10.0,10.0,10.0,7.0,6.0,5.0,402.0,402.0,402.0,402.0
2562,7.0,5.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,402.0,402.0,402.0,402.0
2563,2.0,3.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0,403.0,403.0,403.0,403.0
