,econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle
599,5.0,0.0,5.0,3.0,7.0,0.0
600,5.0,5.0,3.0,3.0,5.0,0.0
601,5.0,4.0,3.0,0.0,10.0,1.0
603,7.0,5.0,7.0,7.0,10.0,9.0
604,5.0,5.0,10.0,10.0,0.0,0.0
606,2.0,2.0,1.0,9.0,0.0,1.0
607,5.0,0.0,0.0,0.0,10.0,0.0
608,5.0,4.0,5.0,7.0,1.0,5.0
609,10.0,3.0,10.0,7.0,10.0,1.0
611,5.0,0.0,3.0,4.0,0.0,7.0
612,5.0,5.0,6.0,0.0,10.0,0.0
613,7.0,5.0,8.0,10.0,1.0,0.0
614,8.0,3.0,7.0,2.0,5.0,0.0
615,5.0,0.0,3.0,5.0,3.0,0.0
616,4.0,4.0,3.0,1.0,5.0,0.0
617,10.0,0.0,7.0,6.0,10.0,10.0
618,1.0,0.0,0.0,1.0,2.0,0.0
619,5.0,5.0,2.0,10.0,10.0,10.0
620,2.0,3.0,5.0,7.0,2.0,10.0
621,5.0,3.0,3.0,4.0,5.0,0.0
622,9.0,5.0,7.0,1.0,10.0,10.0
624,10.0,0.0,10.0,4.0,5.0,0.0
625,0.0,0.0,10.0,0.0,5.0,5.0
626,5.0,5.0,5.0,6.0,0.0,10.0
628,4.0,1.0,2.0,1.0,1.0,0.0
629,5.0,5.0,5.0,5.0,8.0,10.0
630,8.0,0.0,5.0,10.0,3.0,5.0
631,6.0,2.0,6.0,7.0,0.0,9.0
632,4.0,4.0,4.0,7.0,5.0,0.0
633,6.0,7.0,7.0,7.0,3.0,7.0
634,5.0,0.0,7.0,7.0,7.0,0.0
635,7.0,3.0,4.0,2.0,3.0,8.0
636,5.0,2.0,6.0,4.0,9.0,1.0
637,0.0,0.0,9.0,10.0,10.0,0.0
638,7.0,0.0,10.0,0.0,10.0,10.0
639,10.0,5.0,10.0,8.0,10.0,0.0
641,3.0,8.0,9.0,9.0,10.0,4.0
642,7.0,2.0,0.0,5.0,7.0,10.0
643,5.0,0.0,7.0,3.0,5.0,5.0
644,4.0,4.0,4.0,3.0,3.0,10.0
645,9.0,0.0,8.0,9.0,5.0,1.0
646,10.0,0.0,0.0,3.0,0.0,0.0
647,3.0,3.0,1.0,2.0,5.0,4.0
648,0.0,0.0,4.0,5.0,9.0,0.0
649,2.0,3.0,0.0,5.0,2.0,0.0
650,5.0,5.0,2.0,4.0,9.0,0.0
652,6.0,1.0,2.0,3.0,5.0,0.0
653,2.0,0.0,2.0,1.0,3.0,4.0
654,10.0,0.0,0.0,6.0,9.0,0.0
655,7.0,0.0,0.0,3.0,2.0,3.0
656,5.0,4.0,0.0,5.0,10.0,3.0
658,4.0,5.0,7.0,8.0,10.0,10.0
659,6.0,0.0,6.0,3.0,10.0,0.0
660,2.0,0.0,0.0,2.0,0.0,0.0
662,10.0,0.0,0.0,3.0,5.0,0.0
663,9.0,0.0,0.0,4.0,0.0,7.0
664,4.0,0.0,1.0,10.0,10.0,4.0
665,5.0,0.0,5.0,5.0,5.0,8.0
666,2.0,2.0,1.0,1.0,2.0,0.0
667,4.0,0.0,3.0,0.0,0.0,0.0
670,5.0,3.0,4.0,8.0,9.0,10.0
671,10.0,6.0,6.0,8.0,0.0,7.0
672,5.0,0.0,5.0,4.0,10.0,10.0
673,7.0,5.0,5.0,7.0,8.0,8.0
676,6.0,3.0,8.0,4.0,1.0,9.0
677,3.0,2.0,6.0,7.0,5.0,1.0
680,0.0,0.0,0.0,0.0,10.0,0.0
681,9.0,0.0,1.0,1.0,3.0,0.0
682,5.0,8.0,2.0,3.0,5.0,10.0
683,5.0,5.0,10.0,10.0,7.0,0.0
684,8.0,0.0,4.0,7.0,6.0,0.0
685,8.0,0.0,5.0,5.0,5.0,0.0
687,7.0,4.0,6.0,3.0,10.0,5.0
688,4.0,2.0,5.0,4.0,4.0,3.0
690,6.0,2.0,7.0,0.0,0.0,0.0
691,0.0,0.0,0.0,4.0,10.0,0.0
692,5.0,3.0,4.0,3.0,2.0,8.0
693,4.0,2.0,4.0,8.0,7.0,7.0
694,6.0,7.0,3.0,6.0,6.0,1.0
696,10.0,4.0,10.0,8.0,6.0,1.0
697,7.0,2.0,5.0,5.0,10.0,0.0
698,7.0,4.0,3.0,5.0,0.0,5.0
700,5.0,0.0,7.0,7.0,3.0,0.0
701,7.0,1.0,4.0,4.0,5.0,0.0
702,8.0,2.0,8.0,3.0,5.0,5.0
703,5.0,2.0,4.0,3.0,5.0,4.0
704,7.0,5.0,5.0,7.0,7.0,1.0
705,8.0,4.0,7.0,5.0,8.0,1.0
706,4.0,5.0,5.0,3.0,5.0,10.0
707,6.0,0.0,1.0,3.0,5.0,0.0
708,5.0,7.0,5.0,5.0,4.0,4.0
710,7.0,2.0,4.0,2.0,5.0,0.0
711,9.0,2.0,1.0,5.0,8.0,0.0
712,4.0,0.0,3.0,0.0,5.0,0.0
713,4.0,4.0,6.0,6.0,8.0,9.0
714,6.0,0.0,3.0,6.0,7.0,3.0
715,10.0,3.0,8.0,2.0,0.0,5.0
716,5.0,4.0,7.0,3.0,10.0,0.0
717,5.0,8.0,8.0,10.0,10.0,10.0
719,2.0,7.0,10.0,8.0,2.0,10.0
720,10.0,0.0,1.0,0.0,10.0,0.0
721,5.0,1.0,5.0,0.0,1.0,0.0
722,7.0,3.0,7.0,3.0,5.0,8.0
723,7.0,4.0,5.0,1.0,0.0,0.0
724,5.0,3.0,4.0,7.0,9.0,0.0
725,3.0,0.0,7.0,8.0,7.0,0.0
726,3.0,0.0,3.0,5.0,10.0,10.0
727,8.0,0.0,6.0,1.0,4.0,1.0
728,10.0,0.0,5.0,3.0,0.0,0.0
729,4.0,0.0,0.0,0.0,6.0,0.0
730,10.0,6.0,5.0,0.0,0.0,10.0
731,7.0,5.0,5.0,0.0,5.0,1.0
732,3.0,1.0,4.0,3.0,0.0,0.0
733,7.0,2.0,8.0,10.0,7.0,10.0
734,4.0,5.0,8.0,2.0,1.0,7.0
736,4.0,6.0,5.0,2.0,3.0,5.0
737,5.0,3.0,2.0,3.0,10.0,10.0
738,10.0,0.0,10.0,0.0,0.0,3.0
739,6.0,10.0,8.0,6.0,4.0,7.0
740,5.0,3.0,3.0,4.0,10.0,0.0
742,3.0,0.0,0.0,1.0,5.0,0.0
743,6.0,2.0,7.0,3.0,7.0,5.0
744,6.0,2.0,8.0,4.0,5.0,8.0
745,5.0,0.0,4.0,5.0,2.0,0.0
746,2.0,5.0,1.0,9.0,9.0,10.0
747,7.0,5.0,6.0,0.0,5.0,2.0
748,6.0,5.0,5.0,1.0,4.0,0.0
749,5.0,0.0,0.0,0.0,7.0,0.0
750,5.0,5.0,5.0,0.0,0.0,0.0
751,4.0,5.0,6.0,7.0,0.0,10.0
752,8.0,0.0,6.0,0.0,10.0,10.0
753,5.0,5.0,7.0,5.0,10.0,3.0
754,7.0,2.0,0.0,0.0,3.0,0.0
755,5.0,4.0,5.0,5.0,7.0,5.0
756,2.0,0.0,1.0,6.0,3.0,0.0
757,5.0,0.0,4.0,1.0,0.0,0.0
758,5.0,2.0,3.0,4.0,0.0,10.0
759,3.0,5.0,2.0,8.0,9.0,5.0
760,5.0,5.0,9.0,10.0,10.0,9.0
762,8.0,1.0,2.0,3.0,1.0,0.0
763,8.0,1.0,2.0,5.0,7.0,8.0
764,6.0,7.0,7.0,4.0,0.0,0.0
765,3.0,5.0,1.0,3.0,5.0,0.0
768,4.0,0.0,2.0,2.0,5.0,1.0
770,3.0,5.0,5.0,10.0,10.0,10.0
772,5.0,1.0,3.0,2.0,3.0,0.0
773,3.0,1.0,0.0,2.0,10.0,0.0
774,2.0,2.0,8.0,4.0,3.0,0.0
775,5.0,2.0,3.0,4.0,3.0,10.0
776,6.0,4.0,4.0,6.0,8.0,3.0
777,5.0,0.0,3.0,5.0,7.0,2.0
778,8.0,0.0,5.0,1.0,10.0,5.0
780,6.0,4.0,5.0,4.0,0.0,2.0
781,5.0,7.0,10.0,7.0,10.0,6.0
782,6.0,2.0,2.0,5.0,10.0,3.0
783,8.0,4.0,4.0,5.0,8.0,8.0
784,7.0,3.0,6.0,0.0,0.0,0.0
785,3.0,0.0,5.0,1.0,8.0,0.0
786,6.0,5.0,3.0,5.0,10.0,9.0
787,8.0,9.0,5.0,6.0,3.0,9.0
788,1.0,5.0,3.0,2.0,9.0,0.0
789,7.0,5.0,6.0,7.0,10.0,10.0
790,7.0,0.0,0.0,0.0,10.0,2.0
791,6.0,4.0,2.0,4.0,7.0,0.0
792,3.0,10.0,0.0,10.0,0.0,0.0
793,5.0,5.0,5.0,5.0,5.0,5.0
794,5.0,4.0,5.0,4.0,5.0,5.0
795,7.0,3.0,8.0,7.0,7.0,1.0
796,6.0,0.0,3.0,0.0,3.0,0.0
797,10.0,1.0,2.0,3.0,10.0,0.0
798,3.0,1.0,3.0,5.0,8.0,10.0
799,7.0,0.0,0.0,4.0,0.0,0.0
800,7.0,0.0,0.0,3.0,5.0,0.0
801,6.0,4.0,5.0,7.0,10.0,0.0
803,7.0,2.0,6.0,3.0,10.0,0.0
804,5.0,2.0,0.0,5.0,3.0,3.0
805,4.0,0.0,1.0,0.0,1.0,0.0
807,9.0,3.0,4.0,3.0,6.0,0.0
808,7.0,1.0,7.0,2.0,7.0,1.0
809,7.0,2.0,1.0,2.0,9.0,1.0
811,10.0,0.0,0.0,5.0,0.0,8.0
812,8.0,3.0,7.0,7.0,6.0,7.0
814,10.0,0.0,0.0,0.0,5.0,0.0
816,6.0,3.0,3.0,2.0,5.0,1.0
817,7.0,4.0,3.0,4.0,0.0,10.0
818,5.0,4.0,0.0,10.0,4.0,0.0
819,6.0,2.0,3.0,5.0,2.0,0.0
820,4.0,2.0,2.0,1.0,3.0,0.0
821,8.0,2.0,2.0,7.0,10.0,0.0
822,5.0,0.0,2.0,0.0,8.0,0.0
823,6.0,0.0,3.0,4.0,4.0,0.0
824,6.0,1.0,4.0,3.0,2.0,0.0
825,4.0,5.0,6.0,8.0,2.0,5.0
826,3.0,0.0,0.0,0.0,0.0,0.0
827,6.0,6.0,1.0,6.0,0.0,10.0
828,3.0,5.0,8.0,7.0,6.0,1.0
829,7.0,10.0,5.0,5.0,0.0,0.0
830,4.0,5.0,2.0,4.0,5.0,6.0
831,5.0,5.0,5.0,5.0,2.0,5.0
832,6.0,0.0,7.0,5.0,10.0,1.0
833,9.0,5.0,8.0,1.0,9.0,5.0
834,5.0,2.0,0.0,8.0,6.0,10.0
835,7.0,4.0,5.0,5.0,3.0,5.0
836,5.0,2.0,4.0,4.0,8.0,2.0
837,5.0,1.0,3.0,4.0,5.0,10.0
838,3.0,4.0,3.0,7.0,7.0,0.0
839,4.0,1.0,2.0,2.0,8.0,0.0
840,9.0,3.0,8.0,2.0,10.0,0.0
841,4.0,3.0,3.0,2.0,6.0,1.0
843,7.0,0.0,3.0,0.0,5.0,10.0
844,10.0,0.0,10.0,10.0,3.0,10.0
846,9.0,5.0,3.0,4.0,4.0,5.0
848,10.0,4.0,6.0,1.0,0.0,10.0
849,5.0,1.0,0.0,2.0,5.0,0.0
850,2.0,0.0,0.0,0.0,0.0,1.0
851,5.0,3.0,1.0,5.0,7.0,4.0
852,7.0,2.0,3.0,3.0,10.0,0.0
853,4.0,2.0,3.0,3.0,2.0,3.0
855,5.0,5.0,0.0,0.0,0.0,0.0
858,3.0,0.0,5.0,0.0,8.0,0.0
859,5.0,5.0,9.0,7.0,0.0,10.0
860,3.0,2.0,2.0,3.0,2.0,7.0
861,7.0,6.0,6.0,4.0,5.0,5.0
862,5.0,3.0,2.0,5.0,9.0,0.0
863,4.0,3.0,6.0,7.0,8.0,10.0
864,6.0,5.0,3.0,0.0,5.0,10.0
865,7.0,6.0,4.0,3.0,8.0,9.0
866,5.0,0.0,5.0,5.0,5.0,0.0
867,5.0,0.0,10.0,5.0,0.0,0.0
868,0.0,3.0,3.0,5.0,2.0,3.0
869,8.0,5.0,8.0,3.0,3.0,5.0
870,5.0,3.0,5.0,2.0,7.0,0.0
871,4.0,3.0,0.0,3.0,0.0,0.0
872,3.0,0.0,7.0,7.0,3.0,0.0
873,4.0,0.0,2.0,2.0,1.0,0.0
874,2.0,0.0,0.0,0.0,1.0,1.0
875,3.0,0.0,2.0,8.0,10.0,2.0
876,5.0,5.0,5.0,6.0,1.0,5.0
877,7.0,7.0,6.0,7.0,6.0,4.0
878,2.0,0.0,2.0,3.0,5.0,0.0
879,5.0,6.0,4.0,2.0,3.0,0.0
880,4.0,7.0,5.0,6.0,4.0,7.0
882,4.0,4.0,3.0,4.0,6.0,0.0
883,8.0,5.0,7.0,7.0,9.0,5.0
884,5.0,0.0,5.0,0.0,5.0,0.0
885,7.0,1.0,0.0,4.0,9.0,9.0
886,2.0,1.0,5.0,3.0,4.0,0.0
887,3.0,0.0,3.0,4.0,2.0,0.0
888,5.0,6.0,10.0,9.0,8.0,5.0
889,3.0,3.0,7.0,6.0,8.0,7.0
890,3.0,1.0,2.0,10.0,0.0,2.0
891,5.0,4.0,5.0,6.0,10.0,8.0
893,5.0,5.0,2.0,5.0,5.0,1.0
894,5.0,0.0,4.0,0.0,2.0,4.0
895,5.0,1.0,3.0,2.0,2.0,0.0
896,7.0,0.0,2.0,7.0,8.0,2.0
897,7.0,4.0,6.0,6.0,7.0,4.0
898,3.0,0.0,4.0,0.0,4.0,4.0
899,5.0,0.0,2.0,0.0,2.0,0.0
900,5.0,10.0,5.0,5.0,3.0,4.0
901,2.0,0.0,2.0,2.0,3.0,0.0
903,5.0,5.0,0.0,0.0,10.0,0.0
904,8.0,2.0,6.0,9.0,10.0,0.0
905,6.0,3.0,5.0,5.0,8.0,0.0
907,5.0,0.0,5.0,3.0,5.0,0.0
908,8.0,6.0,6.0,4.0,5.0,2.0
909,8.0,3.0,7.0,3.0,6.0,1.0
910,7.0,3.0,3.0,6.0,3.0,0.0
911,7.0,3.0,7.0,3.0,4.0,0.0
912,5.0,3.0,7.0,5.0,7.0,7.0
914,2.0,2.0,0.0,6.0,2.0,1.0
915,10.0,0.0,0.0,0.0,5.0,0.0
916,5.0,5.0,5.0,5.0,5.0,5.0
917,6.0,2.0,3.0,10.0,6.0,4.0
918,7.0,1.0,5.0,2.0,5.0,2.0
919,5.0,5.0,5.0,5.0,5.0,5.0
920,6.0,0.0,9.0,5.0,5.0,6.0
921,4.0,3.0,8.0,8.0,0.0,10.0
922,3.0,7.0,5.0,9.0,10.0,0.0
923,9.0,8.0,5.0,1.0,7.0,0.0
924,8.0,9.0,7.0,9.0,0.0,10.0
925,3.0,2.0,3.0,6.0,4.0,7.0
926,2.0,3.0,3.0,2.0,6.0,0.0
927,4.0,2.0,0.0,3.0,7.0,0.0
928,4.0,0.0,7.0,10.0,5.0,10.0
929,3.0,0.0,3.0,4.0,5.0,1.0
930,3.0,0.0,1.0,2.0,2.0,0.0
931,5.0,3.0,4.0,2.0,0.0,0.0
932,10.0,7.0,7.0,6.0,2.0,7.0
933,8.0,2.0,8.0,7.0,3.0,6.0
934,4.0,0.0,10.0,5.0,7.0,3.0
936,8.0,5.0,7.0,4.0,5.0,2.0
937,5.0,5.0,6.0,7.0,4.0,7.0
938,0.0,0.0,5.0,0.0,0.0,0.0
939,3.0,1.0,1.0,4.0,3.0,0.0
941,7.0,5.0,6.0,4.0,9.0,0.0
944,3.0,0.0,1.0,5.0,2.0,0.0
945,6.0,1.0,10.0,1.0,0.0,1.0
947,6.0,2.0,2.0,2.0,2.0,1.0
949,2.0,0.0,0.0,3.0,2.0,0.0
950,5.0,0.0,2.0,2.0,6.0,0.0
952,5.0,5.0,9.0,7.0,10.0,10.0
953,10.0,8.0,10.0,10.0,0.0,8.0
954,5.0,0.0,0.0,3.0,7.0,0.0
955,2.0,5.0,3.0,8.0,2.0,0.0
956,5.0,5.0,7.0,5.0,5.0,10.0
958,3.0,4.0,3.0,4.0,9.0,2.0
959,4.0,3.0,6.0,8.0,4.0,0.0
960,4.0,4.0,1.0,5.0,7.0,0.0
962,6.0,3.0,6.0,9.0,3.0,2.0
963,3.0,0.0,2.0,0.0,0.0,10.0
964,7.0,1.0,3.0,3.0,8.0,1.0
965,0.0,0.0,0.0,0.0,10.0,0.0
966,5.0,1.0,2.0,3.0,2.0,0.0
967,7.0,1.0,8.0,2.0,7.0,5.0
968,7.0,3.0,7.0,8.0,5.0,0.0
969,5.0,0.0,3.0,4.0,7.0,0.0
972,6.0,5.0,7.0,5.0,10.0,0.0
973,5.0,0.0,10.0,5.0,5.0,0.0
974,5.0,4.0,5.0,1.0,7.0,8.0
975,6.0,4.0,6.0,3.0,7.0,3.0
976,6.0,10.0,4.0,3.0,4.0,0.0
977,3.0,0.0,1.0,5.0,9.0,0.0
978,10.0,4.0,0.0,0.0,0.0,0.0
980,7.0,6.0,6.0,4.0,2.0,8.0
981,3.0,5.0,4.0,5.0,5.0,5.0
982,5.0,4.0,3.0,7.0,8.0,1.0
984,5.0,4.0,5.0,6.0,6.0,0.0
985,9.0,5.0,4.0,0.0,10.0,5.0
986,5.0,3.0,4.0,5.0,3.0,3.0
987,5.0,5.0,2.0,7.0,5.0,8.0
988,5.0,2.0,3.0,5.0,5.0,0.0
989,10.0,0.0,5.0,10.0,10.0,0.0
990,3.0,1.0,2.0,5.0,5.0,0.0
991,1.0,0.0,0.0,0.0,0.0,0.0
993,5.0,0.0,6.0,3.0,5.0,0.0
994,4.0,2.0,8.0,1.0,7.0,10.0
997,5.0,5.0,10.0,8.0,10.0,10.0
998,5.0,3.0,5.0,3.0,5.0,3.0
1001,6.0,3.0,0.0,0.0,2.0,2.0
1002,9.0,5.0,1.0,10.0,5.0,10.0
1004,4.0,0.0,4.0,1.0,3.0,0.0
1006,6.0,3.0,4.0,6.0,9.0,3.0
1007,3.0,4.0,3.0,5.0,7.0,0.0
1008,2.0,2.0,2.0,2.0,8.0,1.0
1009,5.0,5.0,0.0,5.0,6.0,2.0
1010,6.0,4.0,3.0,0.0,3.0,0.0
1011,5.0,3.0,5.0,6.0,8.0,8.0
1012,6.0,5.0,7.0,7.0,2.0,8.0
1013,4.0,0.0,8.0,6.0,3.0,0.0
1014,4.0,2.0,5.0,5.0,8.0,0.0
1016,0.0,0.0,0.0,1.0,2.0,0.0
1017,6.0,3.0,4.0,5.0,5.0,6.0
1020,6.0,5.0,6.0,7.0,5.0,6.0
1021,0.0,0.0,0.0,5.0,0.0,0.0
1022,5.0,7.0,3.0,0.0,0.0,0.0
1023,6.0,6.0,6.0,4.0,5.0,7.0
1024,5.0,4.0,3.0,3.0,3.0,0.0
1025,6.0,6.0,6.0,6.0,4.0,6.0
1027,8.0,8.0,8.0,7.0,2.0,8.0
1029,5.0,0.0,0.0,9.0,2.0,10.0
1030,6.0,8.0,3.0,6.0,7.0,6.0
1031,6.0,3.0,4.0,6.0,0.0,6.0
1032,5.0,4.0,5.0,5.0,7.0,3.0
1033,7.0,9.0,7.0,0.0,0.0,0.0
1034,4.0,3.0,3.0,4.0,5.0,4.0
1035,7.0,4.0,7.0,4.0,0.0,0.0
1036,6.0,0.0,5.0,5.0,10.0,8.0
1037,3.0,0.0,4.0,4.0,7.0,4.0
1039,6.0,6.0,0.0,5.0,10.0,5.0
1040,4.0,5.0,2.0,6.0,6.0,7.0
1041,3.0,2.0,4.0,3.0,10.0,7.0
1043,6.0,5.0,7.0,6.0,0.0,8.0
1044,8.0,9.0,10.0,9.0,0.0,9.0
1046,5.0,3.0,3.0,2.0,6.0,5.0
1047,7.0,8.0,8.0,10.0,3.0,7.0
1048,10.0,10.0,10.0,4.0,0.0,0.0
1049,0.0,0.0,2.0,3.0,9.0,0.0
1050,4.0,10.0,7.0,7.0,10.0,7.0
1051,5.0,5.0,5.0,0.0,10.0,0.0
1053,4.0,5.0,5.0,7.0,7.0,10.0
1054,0.0,6.0,0.0,10.0,0.0,6.0
1055,5.0,2.0,0.0,5.0,2.0,0.0
1056,6.0,0.0,7.0,0.0,9.0,0.0
1057,6.0,4.0,7.0,9.0,9.0,0.0
1058,5.0,2.0,5.0,5.0,5.0,0.0
1059,5.0,7.0,4.0,2.0,10.0,10.0
1061,5.0,2.0,6.0,5.0,6.0,2.0
1062,5.0,5.0,5.0,5.0,5.0,5.0
1063,7.0,7.0,9.0,9.0,8.0,1.0
1065,5.0,3.0,4.0,3.0,0.0,0.0
1066,5.0,7.0,5.0,5.0,5.0,8.0
1067,10.0,10.0,10.0,10.0,3.0,0.0
1068,6.0,2.0,1.0,8.0,8.0,6.0
1069,7.0,5.0,1.0,8.0,2.0,4.0
1073,3.0,7.0,8.0,10.0,10.0,10.0
1074,2.0,2.0,2.0,2.0,8.0,2.0
1075,6.0,8.0,5.0,5.0,4.0,6.0
1076,8.0,5.0,10.0,10.0,10.0,1.0
1077,5.0,3.0,2.0,8.0,8.0,7.0
1078,4.0,5.0,0.0,0.0,5.0,0.0
1079,5.0,8.0,9.0,8.0,5.0,0.0
1080,5.0,1.0,5.0,7.0,7.0,5.0
1081,8.0,9.0,7.0,9.0,2.0,8.0
1082,6.0,7.0,5.0,8.0,7.0,8.0
1083,6.0,3.0,10.0,7.0,5.0,10.0
1084,5.0,5.0,0.0,2.0,5.0,0.0
1086,8.0,7.0,8.0,10.0,10.0,3.0
1087,7.0,2.0,2.0,3.0,0.0,0.0
1089,8.0,7.0,8.0,9.0,10.0,5.0
1090,5.0,5.0,1.0,2.0,4.0,2.0
1091,5.0,6.0,0.0,10.0,10.0,0.0
1094,2.0,9.0,2.0,2.0,1.0,2.0
1095,8.0,0.0,7.0,7.0,10.0,1.0
1097,5.0,6.0,7.0,6.0,3.0,7.0
1098,2.0,10.0,8.0,10.0,10.0,2.0
1099,9.0,8.0,8.0,8.0,10.0,8.0
1100,5.0,5.0,3.0,5.0,5.0,2.0
1102,4.0,9.0,8.0,8.0,2.0,2.0
1103,5.0,5.0,3.0,10.0,5.0,0.0
1104,5.0,5.0,10.0,5.0,10.0,10.0
1105,10.0,3.0,10.0,5.0,5.0,0.0
1107,2.0,2.0,1.0,3.0,5.0,1.0
1108,6.0,4.0,6.0,8.0,10.0,5.0
1109,7.0,7.0,7.0,7.0,3.0,7.0
1111,7.0,6.0,9.0,7.0,3.0,2.0
1112,5.0,3.0,5.0,2.0,5.0,0.0
1113,5.0,5.0,5.0,9.0,5.0,0.0
1114,6.0,5.0,5.0,5.0,5.0,5.0
1115,4.0,0.0,8.0,8.0,0.0,0.0
1116,5.0,1.0,5.0,10.0,8.0,2.0
1118,7.0,5.0,6.0,10.0,10.0,0.0
1119,2.0,10.0,2.0,7.0,2.0,0.0
1120,5.0,9.0,6.0,10.0,3.0,0.0
1124,6.0,5.0,0.0,9.0,2.0,0.0
1125,7.0,5.0,9.0,8.0,5.0,0.0
1126,8.0,1.0,3.0,6.0,8.0,5.0
1127,7.0,5.0,5.0,5.0,8.0,2.0
1130,7.0,6.0,7.0,6.0,3.0,7.0
1131,9.0,8.0,10.0,8.0,10.0,0.0
1132,3.0,0.0,2.0,3.0,0.0,0.0
1133,6.0,7.0,7.0,5.0,2.0,3.0
1134,7.0,9.0,5.0,9.0,8.0,0.0
1135,1.0,4.0,4.0,0.0,5.0,0.0
1136,2.0,5.0,2.0,8.0,9.0,5.0
1138,2.0,6.0,1.0,4.0,6.0,1.0
1139,7.0,2.0,7.0,8.0,5.0,0.0
1140,4.0,4.0,1.0,6.0,9.0,3.0
1142,6.0,2.0,0.0,4.0,7.0,3.0
1143,4.0,3.0,9.0,7.0,5.0,0.0
1144,6.0,5.0,5.0,5.0,6.0,3.0
1145,3.0,3.0,0.0,3.0,1.0,1.0
1146,7.0,6.0,7.0,7.0,7.0,0.0
1147,10.0,10.0,10.0,0.0,10.0,0.0
1148,5.0,1.0,0.0,3.0,5.0,5.0
1149,7.0,4.0,4.0,10.0,10.0,0.0
1150,1.0,5.0,9.0,2.0,10.0,4.0
1151,5.0,3.0,3.0,6.0,4.0,1.0
1152,5.0,6.0,7.0,0.0,10.0,9.0
1153,7.0,2.0,3.0,10.0,8.0,0.0
1155,7.0,7.0,6.0,10.0,10.0,0.0
1156,3.0,4.0,7.0,7.0,7.0,5.0
1157,10.0,10.0,10.0,10.0,5.0,10.0
1158,5.0,0.0,0.0,5.0,0.0,0.0
1159,5.0,5.0,6.0,8.0,6.0,5.0
1160,7.0,3.0,5.0,4.0,3.0,9.0
1161,7.0,4.0,5.0,6.0,5.0,7.0
1162,2.0,8.0,2.0,7.0,9.0,10.0
1164,8.0,8.0,6.0,4.0,10.0,6.0
1166,5.0,10.0,0.0,10.0,10.0,0.0
1167,3.0,7.0,7.0,8.0,10.0,0.0
1168,10.0,10.0,10.0,6.0,10.0,6.0
1170,3.0,6.0,3.0,4.0,6.0,5.0
1171,8.0,6.0,5.0,8.0,7.0,0.0
1173,3.0,7.0,8.0,5.0,2.0,10.0
1176,3.0,5.0,0.0,0.0,6.0,0.0
1177,5.0,5.0,5.0,0.0,5.0,0.0
1178,4.0,1.0,0.0,4.0,10.0,10.0
1179,6.0,6.0,3.0,6.0,3.0,4.0
1180,5.0,3.0,1.0,6.0,5.0,1.0
1181,5.0,2.0,2.0,8.0,6.0,5.0
1182,3.0,7.0,2.0,10.0,8.0,1.0
1183,8.0,4.0,2.0,6.0,6.0,0.0
1184,5.0,6.0,0.0,10.0,8.0,5.0
1185,10.0,8.0,10.0,10.0,10.0,0.0
1186,6.0,8.0,6.0,6.0,2.0,7.0
1187,5.0,5.0,2.0,8.0,8.0,8.0
1188,2.0,0.0,0.0,10.0,6.0,0.0
1189,10.0,4.0,1.0,5.0,9.0,1.0
1190,4.0,5.0,5.0,5.0,0.0,2.0
1191,8.0,1.0,1.0,5.0,0.0,0.0
1192,4.0,2.0,3.0,3.0,7.0,1.0
1193,3.0,5.0,5.0,3.0,7.0,0.0
1194,5.0,10.0,0.0,10.0,5.0,0.0
1196,8.0,6.0,5.0,6.0,4.0,0.0
1197,0.0,5.0,5.0,10.0,5.0,0.0
1198,5.0,5.0,3.0,1.0,9.0,6.0
1199,5.0,0.0,0.0,4.0,10.0,1.0
1200,5.0,5.0,0.0,3.0,5.0,2.0
1201,7.0,5.0,5.0,8.0,10.0,0.0
1203,5.0,5.0,3.0,7.0,0.0,10.0
1204,5.0,3.0,7.0,5.0,10.0,10.0
1205,1.0,1.0,1.0,0.0,2.0,0.0
1206,3.0,3.0,1.0,3.0,3.0,0.0
1207,2.0,2.0,2.0,1.0,3.0,0.0
1209,5.0,4.0,2.0,5.0,3.0,10.0
1210,5.0,1.0,3.0,10.0,10.0,10.0
1211,4.0,5.0,5.0,4.0,9.0,1.0
1212,7.0,1.0,7.0,5.0,9.0,8.0
1214,5.0,0.0,5.0,10.0,10.0,0.0
1215,2.0,2.0,4.0,7.0,5.0,2.0
1216,1.0,9.0,1.0,0.0,3.0,1.0
1218,2.0,1.0,2.0,1.0,4.0,2.0
1219,5.0,5.0,7.0,5.0,8.0,5.0
1220,6.0,3.0,2.0,2.0,7.0,8.0
1221,5.0,3.0,7.0,5.0,3.0,5.0
1225,7.0,7.0,5.0,6.0,7.0,3.0
1227,5.0,5.0,5.0,6.0,5.0,4.0
1228,8.0,5.0,6.0,0.0,2.0,1.0
1229,10.0,5.0,7.0,8.0,9.0,5.0
1230,0.0,3.0,0.0,5.0,0.0,0.0
1231,3.0,4.0,5.0,4.0,7.0,5.0
1232,5.0,3.0,5.0,7.0,10.0,4.0
1233,5.0,5.0,5.0,5.0,5.0,5.0
1234,5.0,5.0,0.0,6.0,5.0,0.0
1235,8.0,7.0,10.0,8.0,10.0,0.0
1236,5.0,3.0,3.0,3.0,8.0,5.0
1237,5.0,7.0,6.0,8.0,2.0,0.0
1238,5.0,5.0,5.0,5.0,5.0,5.0
