,econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle,lrgen_factor,lrecon_factor,galtan_factor,party_id,party_id,party_id
1558,6,6,7,9,7,8,6,5,8,2814.0,2814.0,2814.0
1559,1,8,1,5,10,10,7,4,10,2809.0,2809.0,2809.0
1560,0,10,1,10,10,10,10,3,10,2817.0,2817.0,2817.0
1561,3,8,3,9,10,10,9,5,9,2818.0,2818.0,2818.0
1562,5,6,4,5,5,7,5,4,5,2813.0,2813.0,2813.0
1563,4,7,4,7,10,9,5,5,8,2816.0,2816.0,2816.0
1564,7,5,4,8,5,7,7,4,9,2805.0,2805.0,2805.0
1565,3,8,3,5,6,9,8,3,9,2804.0,2804.0,2804.0
1566,2,0,4,5,4,0,4,5,1,2819.0,2819.0,2819.0
1567,6,1,6,5,4,1,6,8,4,2820.0,2820.0,2820.0
1568,5,6,5,5,5,6,5,7,5,2821.0,2821.0,2821.0
1569,3,8,3,5,7,7,4,4,6,2803.0,2803.0,2803.0
1570,9,8,9,5,7,5,7,8,5,2812.0,2812.0,2812.0
1571,4,5,4,6,5,5,5,5,5,2814.0,2814.0,2814.0
1572,4,8,4,8,10,9,8,5,8,2809.0,2809.0,2809.0
1573,4,8,4,10,10,10,9,5,10,2817.0,2817.0,2817.0
1574,4,6,4,6,7,6,4,2,5,2818.0,2818.0,2818.0
1575,4,2,6,8,5,6,7,6,6,2813.0,2813.0,2813.0
1576,7,8,7,10,9,7,7,7,7,2816.0,2816.0,2816.0
1577,6,7,6,6,7,9,7,6,7,2805.0,2805.0,2805.0
1578,4,5,5,6,7,6,6,6,6,2804.0,2804.0,2804.0
1579,4,4,5,5,5,2,6,5,3,2819.0,2819.0,2819.0
1580,5,5,6,7,5,3,6,6,4,2820.0,2820.0,2820.0
1581,4,7,5,8,5,3,6,6,4,2821.0,2821.0,2821.0
1582,3,7,3,7,8,7,4,4,6,2803.0,2803.0,2803.0
1583,9,7,7,2,8,4,8,9,0,2812.0,2812.0,2812.0
1584,6,6,6,5,7,6,7,6,6,2814.0,2814.0,2814.0
1585,4,7,5,7,7,9,7,5,7,2809.0,2809.0,2809.0
1586,3,7,4,10,10,10,10,4,10,2817.0,2817.0,2817.0
1587,6,7,4,8,8,9,7,6,8,2818.0,2818.0,2818.0
1588,5,6,5,5,6,6,5,6,5,2813.0,2813.0,2813.0
1589,2,7,3,6,9,6,4,3,6,2816.0,2816.0,2816.0
1590,6,6,6,6,7,7,6,7,7,2805.0,2805.0,2805.0
1591,5,6,4,6,6,7,6,5,6,2804.0,2804.0,2804.0
1592,3,1,3,3,4,0,2,4,0,2819.0,2819.0,2819.0
1593,4,1,5,4,5,1,5,6,3,2820.0,2820.0,2820.0
1594,6,5,5,6,5,5,6,6,6,2821.0,2821.0,2821.0
1595,1,6,3,9,9,8,3,3,9,2803.0,2803.0,2803.0
1596,8,6,6,0,3,0,7,7,0,2812.0,2812.0,2812.0
1597,5,3,5,5,3,5,6,6,3,2814.0,2814.0,2814.0
1598,3,7,4,9,10,9,8,5,9,2809.0,2809.0,2809.0
1599,2,8,3,10,10,10,10,7,10,2817.0,2817.0,2817.0
1600,3,6,4,7,9,8,6,6,8,2818.0,2818.0,2818.0
1601,6,3,6,5,3,5,6,6,3,2813.0,2813.0,2813.0
1602,2,8,7,8,10,9,9,9,8,2816.0,2816.0,2816.0
1603,5,5,4,6,5,7,7,6,7,2805.0,2805.0,2805.0
1604,4,5,4,6,5,7,7,6,7,2804.0,2804.0,2804.0
1605,6,4,5,2,3,2,5,6,1,2819.0,2819.0,2819.0
1606,6,4,5,2,3,3,6,6,3,2820.0,2820.0,2820.0
1607,7,5,6,2,3,4,7,7,1,2821.0,2821.0,2821.0
1608,0,10,0,9,9,9,5,5,9,2803.0,2803.0,2803.0
1609,10,7,9,2,9,4,8,8,5,2812.0,2812.0,2812.0
1610,2,5,1,9,10,10,9,5,10,2814.0,2814.0,2814.0
1611,2,10,2,9,10,10,8,5,10,2809.0,2809.0,2809.0
1612,1,10,0,10,10,10,10,4,10,2817.0,2817.0,2817.0
1613,1,9,0,10,10,9,7,4,10,2818.0,2818.0,2818.0
1614,8,3,7,4,5,5,5,7,5,2813.0,2813.0,2813.0
1615,3,6,2,3,4,1,3,3,4,2816.0,2816.0,2816.0
1616,9,5,6,6,8,6,5,7,8,2805.0,2805.0,2805.0
1617,8,1,4,10,10,9,10,5,8,2804.0,2804.0,2804.0
1618,5,1,7,1,3,1,3,6,2,2819.0,2819.0,2819.0
1619,6,2,8,1,4,2,5,5,3,2820.0,2820.0,2820.0
1620,5,3,5,4,4,6,5,5,6,2821.0,2821.0,2821.0
1621,1,5,1,7,9,10,6,2,7,2803.0,2803.0,2803.0
1622,8,6,9,7,8,4,8,8,5,2812.0,2812.0,2812.0
1623,4,7,5,7,5,9,7,6,6,2814.0,2814.0,2814.0
1624,3,5,4,7,6,10,5,5,6,2809.0,2809.0,2809.0
1625,2,9,3,9,10,10,10,4,9,2817.0,2817.0,2817.0
1626,1,8,3,9,10,10,9,3,9,2818.0,2818.0,2818.0
1627,4,3,5,5,4,5,5,4,5,2813.0,2813.0,2813.0
1628,4,4,4,2,2,1,3,4,2,2816.0,2816.0,2816.0
1629,6,4,5,6,7,8,7,6,8,2805.0,2805.0,2805.0
1630,5,6,4,7,7,7,6,6,8,2804.0,2804.0,2804.0
1631,3,2,3,2,4,1,3,6,2,2819.0,2819.0,2819.0
1632,4,3,3,2,4,3,5,4,4,2820.0,2820.0,2820.0
1633,5,5,6,3,3,6,7,6,5,2821.0,2821.0,2821.0
1634,0,6,0,6,10,9,5,5,7,2803.0,2803.0,2803.0
1635,10,7,10,0,9,1,8,8,2,2812.0,2812.0,2812.0
1636,6,5,5,4,8,8,5,5,7,2814.0,2814.0,2814.0
1637,0,3,0,7,10,10,7,5,10,2809.0,2809.0,2809.0
1638,0,6,0,10,10,10,10,4,10,2817.0,2817.0,2817.0
1639,0,9,0,9,10,10,4,3,8,2818.0,2818.0,2818.0
1640,7,4,7,0,4,5,5,6,5,2813.0,2813.0,2813.0
1641,2,6,2,2,10,2,3,3,3,2816.0,2816.0,2816.0
1642,7,7,7,3,8,8,7,6,9,2805.0,2805.0,2805.0
1643,2,6,0,7,5,9,5,5,6,2804.0,2804.0,2804.0
1644,3,1,3,0,2,0,4,5,0,2819.0,2819.0,2819.0
1645,8,2,8,0,4,5,6,7,4,2820.0,2820.0,2820.0
1646,7,6,7,0,4,5,6,7,5,2821.0,2821.0,2821.0
1647,0,10,2,10,10,10,3,3,9,2803.0,2803.0,2803.0
1648,10,8,8,1,6,0,5,9,0,2812.0,2812.0,2812.0
1649,8,4,5,6,4,5,7,7,7,2814.0,2814.0,2814.0
1650,0,8,1,10,10,10,7,3,10,2809.0,2809.0,2809.0
1651,0,8,0,10,10,10,10,0,10,2817.0,2817.0,2817.0
1652,1,6,1,9,10,9,8,2,10,2818.0,2818.0,2818.0
1653,5,5,5,5,4,4,5,7,2,2813.0,2813.0,2813.0
1654,5,4,4,6,6,7,6,6,6,2816.0,2816.0,2816.0
1655,6,6,4,5,3,6,6,5,8,2805.0,2805.0,2805.0
1656,4,5,3,6,6,6,4,4,8,2804.0,2804.0,2804.0
1657,5,2,4,0,1,0,2,5,0,2819.0,2819.0,2819.0
1658,6,3,6,1,2,0,5,7,2,2820.0,2820.0,2820.0
1659,7,4,7,1,2,0,5,8,5,2821.0,2821.0,2821.0
1660,0,10,2,9,10,2,6,3,9,2803.0,2803.0,2803.0
1661,9,7,10,3,9,1,8,9,1,2812.0,2812.0,2812.0
1662,4,5,6,6,9,5,5,4,7,2814.0,2814.0,2814.0
1663,6,9,5,9,10,10,8,5,9,2809.0,2809.0,2809.0
1664,4,1,1,9,10,10,10,2,10,2817.0,2817.0,2817.0
1665,3,9,2,7,10,1,7,6,8,2818.0,2818.0,2818.0
1666,5,5,5,5,5,8,5,7,5,2813.0,2813.0,2813.0
1667,1,0,2,0,2,0,2,4,0,2816.0,2816.0,2816.0
1668,5,5,5,7,6,8,6,7,7,2805.0,2805.0,2805.0
1669,4,6,4,7,9,5,7,6,5,2804.0,2804.0,2804.0
1670,3,1,4,1,1,0,5,6,0,2819.0,2819.0,2819.0
1671,6,1,6,2,1,1,6,7,1,2820.0,2820.0,2820.0
1672,7,4,6,4,1,4,7,8,2,2821.0,2821.0,2821.0
1673,0,5,1,10,10,10,2,2,8,2803.0,2803.0,2803.0
1674,8,8,10,7,9,10,6,8,4,2812.0,2812.0,2812.0
1675,6,7,5,8,9,9,5,5,7,2814.0,2814.0,2814.0
1676,0,7,1,10,10,10,3,2,10,2809.0,2809.0,2809.0
1677,0,7,0,10,10,10,1,0,10,2817.0,2817.0,2817.0
1678,4,8,3,7,8,10,5,2,8,2818.0,2818.0,2818.0
1679,5,6,3,6,7,8,6,5,7,2813.0,2813.0,2813.0
1680,3,8,3,10,10,10,10,5,10,2816.0,2816.0,2816.0
1681,5,6,2,7,6,10,6,7,10,2805.0,2805.0,2805.0
1682,4,5,2,7,6,9,4,7,9,2804.0,2804.0,2804.0
1683,5,3,5,4,0,4,5,5,3,2819.0,2819.0,2819.0
1684,5,3,5,4,0,4,5,5,3,2820.0,2820.0,2820.0
1685,6,5,3,3,5,5,6,6,8,2821.0,2821.0,2821.0
1686,2,8,3,7,9,8,3,7,7,2803.0,2803.0,2803.0
1687,8,7,8,5,9,6,7,8,3,2812.0,2812.0,2812.0
1688,4,6,5,7,8,7,7,7,7,2814.0,2814.0,2814.0
1689,2,8,7,8,9,9,8,4,8,2809.0,2809.0,2809.0
1690,0,7,0,10,10,10,9,3,9,2817.0,2817.0,2817.0
1691,1,9,2,9,9,9,8,4,8,2818.0,2818.0,2818.0
1692,4,4,5,6,8,3,5,7,6,2813.0,2813.0,2813.0
1693,6,5,3,4,7,3,5,8,5,2816.0,2816.0,2816.0
1694,5,6,4,7,8,8,7,7,8,2805.0,2805.0,2805.0
1695,5,6,4,7,8,7,7,7,7,2804.0,2804.0,2804.0
1696,8,3,8,1,4,0,2,6,2,2819.0,2819.0,2819.0
1697,9,4,8,1,4,1,4,8,2,2820.0,2820.0,2820.0
1698,7,5,6,3,7,4,6,8,7,2821.0,2821.0,2821.0
1699,10,10,7,10,10,10,10,10,10,2902.0,2902.0,2902.0
1700,6,4,4,3,5,3,5,5,5,2915.0,2915.0,2915.0
1701,0,0,0,0,2,0,3,3,3,2903.0,2903.0,2903.0
1702,7,5,6,5,6,5,6,5,5,2911.0,2911.0,2911.0
1703,0,0,0,0,0,0,0,0,0,2912.0,2912.0,2912.0
1704,10,10,7,10,7,8,6,6,10,2905.0,2905.0,2905.0
1705,5,6,5,3,5,3,5,5,5,2913.0,2913.0,2913.0
1706,3,5,3,5,4,6,4,4,7,2906.0,2906.0,2906.0
1707,10,10,10,10,10,10,10,10,10,2907.0,2907.0,2907.0
1708,7,9,9,9,10,10,10,9,10,2902.0,2902.0,2902.0
1709,5,4,5,4,7,5,3,4,6,2915.0,2915.0,2915.0
1710,4,3,2,1,4,1,2,2,4,2903.0,2903.0,2903.0
1711,5,4,5,3,6,5,5,4,5,2911.0,2911.0,2911.0
1712,1,2,0,0,2,0,0,0,2,2912.0,2912.0,2912.0
1713,7,7,8,7,8,9,8,7,6,2905.0,2905.0,2905.0
1714,4,5,5,3,5,5,4,3,4,2913.0,2913.0,2913.0
1715,5,5,4,4,5,5,3,5,5,2906.0,2906.0,2906.0
1716,8,7,7,10,10,9,9,9,7,2907.0,2907.0,2907.0
1717,8,9,7,9,10,10,9,8,9,2902.0,2902.0,2902.0
1718,4,7,4,7,5,8,4,3,9,2915.0,2915.0,2915.0
1719,2,1,2,3,2,1,2,2,1,2903.0,2903.0,2903.0
1720,6,3,4,5,5,1,4,7,2,2911.0,2911.0,2911.0
1721,1,0,0,1,0,0,2,0,0,2912.0,2912.0,2912.0
1722,8,9,8,8,9,9,8,8,9,2905.0,2905.0,2905.0
1723,5,3,2,3,2,1,4,4,2,2913.0,2913.0,2913.0
1724,2,5,2,6,5,7,3,1,5,2906.0,2906.0,2906.0
1725,5,9,8,9,10,10,9,7,9,2907.0,2907.0,2907.0
1726,7,7,6,7,8,6,7,6,5,2902.0,2902.0,2902.0
1727,4,5,5,5,5,5,4,4,4,2915.0,2915.0,2915.0
1728,2,4,3,4,3,4,2,3,5,2903.0,2903.0,2903.0
1729,5,5,5,5,6,5,4,4,4,2911.0,2911.0,2911.0
1730,0,2,1,3,1,3,1,1,5,2912.0,2912.0,2912.0
1731,8,6,7,6,7,6,7,7,6,2905.0,2905.0,2905.0
1732,3,5,3,5,4,4,3,3,5,2913.0,2913.0,2913.0
1733,3,5,4,5,5,4,4,4,5,2906.0,2906.0,2906.0
1734,6,7,6,9,9,6,8,7,7,2907.0,2907.0,2907.0
1735,8,7,7,7,10,9,9,8,9,2902.0,2902.0,2902.0
1736,5,6,5,4,5,5,5,6,5,2915.0,2915.0,2915.0
1737,3,5,3,3,4,3,3,4,3,2903.0,2903.0,2903.0
1738,5,5,4,3,5,4,5,6,4,2911.0,2911.0,2911.0
1739,1,4,1,2,2,1,2,1,2,2912.0,2912.0,2912.0
1740,8,6,7,6,8,8,9,9,9,2905.0,2905.0,2905.0
1741,5,5,4,3,5,3,5,6,3,2913.0,2913.0,2913.0
1742,3,6,3,4,5,4,4,3,5,2906.0,2906.0,2906.0
1743,5,5,5,7,10,9,9,5,9,2907.0,2907.0,2907.0
1744,6,7,4,7,10,6,9,7,7,2902.0,2902.0,2902.0
1745,5,7,3,6,5,3,5,5,5,2915.0,2915.0,2915.0
1746,3,7,2,4,4,1,3,4,2,2903.0,2903.0,2903.0
1747,4,7,4,5,7,3,5,6,4,2911.0,2911.0,2911.0
1748,2,3,1,3,1,1,2,3,1,2912.0,2912.0,2912.0
1749,6,7,2,7,9,7,8,7,8,2905.0,2905.0,2905.0
1750,3,7,2,3,2,1,5,6,2,2913.0,2913.0,2913.0
1751,3,6,1,5,6,3,5,5,5,2906.0,2906.0,2906.0
1752,3,6,4,8,8,8,7,4,7,2907.0,2907.0,2907.0
1753,9,8,8,10,10,8,9,8,10,2902.0,2902.0,2902.0
1754,4,5,4,5,6,4,5,8,5,2915.0,2915.0,2915.0
1755,1,6,1,4,5,1,2,3,3,2903.0,2903.0,2903.0
1756,5,5,5,5,6,4,5,5,5,2911.0,2911.0,2911.0
1757,0,0,0,0,0,0,0,0,0,2912.0,2912.0,2912.0
1758,10,9,10,9,10,9,9,9,10,2905.0,2905.0,2905.0
1759,6,6,6,6,7,5,5,7,5,2913.0,2913.0,2913.0
1760,3,5,4,4,9,5,4,4,4,2906.0,2906.0,2906.0
1761,5,5,4,6,10,8,9,5,9,2907.0,2907.0,2907.0
1762,8,5,7,9,8,9,8,8,8,2902.0,2902.0,2902.0
1763,7,6,6,1,5,1,5,6,4,2915.0,2915.0,2915.0
1764,6,7,5,1,5,1,4,5,4,2903.0,2903.0,2903.0
1765,7,6,6,7,7,2,5,6,4,2911.0,2911.0,2911.0
1766,3,8,4,6,3,3,3,3,3,2912.0,2912.0,2912.0
1767,6,6,6,8,7,7,8,7,8,2905.0,2905.0,2905.0
1768,6,7,6,7,5,3,5,5,4,2913.0,2913.0,2913.0
1769,4,7,6,1,5,1,5,6,4,2906.0,2906.0,2906.0
1770,5,4,7,10,9,10,9,8,8,2907.0,2907.0,2907.0
1771,8,7,8,9,10,9,10,7,10,2902.0,2902.0,2902.0
1772,4,5,6,5,5,4,5,6,5,2915.0,2915.0,2915.0
1773,4,2,6,3,2,2,1,5,0,2903.0,2903.0,2903.0
1774,4,5,4,4,5,3,5,5,5,2911.0,2911.0,2911.0
1775,5,0,4,1,1,1,0,1,0,2912.0,2912.0,2912.0
1776,5,6,4,7,8,7,7,6,7,2905.0,2905.0,2905.0
1777,4,2,4,3,5,5,5,5,2,2913.0,2913.0,2913.0
1778,4,5,4,4,5,5,5,5,5,2906.0,2906.0,2906.0
1779,3,10,10,10,10,10,10,9,10,2907.0,2907.0,2907.0
1780,6,6,7,7,9,6,6,6,6,2902.0,2902.0,2902.0
1781,4,4,3,3,6,3,3,3,4,2915.0,2915.0,2915.0
1782,2,3,2,1,4,1,2,1,2,2903.0,2903.0,2903.0
1783,5,6,4,4,6,3,3,4,3,2911.0,2911.0,2911.0
1784,0,1,0,0,2,0,0,0,1,2912.0,2912.0,2912.0
1785,6,6,7,7,8,7,7,6,8,2905.0,2905.0,2905.0
1786,4,5,3,3,5,2,2,3,3,2913.0,2913.0,2913.0
1787,2,4,1,3,5,4,1,1,4,2906.0,2906.0,2906.0
1788,5,7,6,8,9,8,7,4,7,2907.0,2907.0,2907.0
1789,10,6,8,10,10,9,9,9,10,2902.0,2902.0,2902.0
1790,5,1,2,3,4,0,5,5,5,2915.0,2915.0,2915.0
1791,2,1,0,1,2,0,2,2,0,2903.0,2903.0,2903.0
1792,6,5,4,7,6,5,6,6,6,2911.0,2911.0,2911.0
1793,0,0,0,0,0,0,0,0,0,2912.0,2912.0,2912.0
1794,10,10,6,10,10,10,10,9,10,2905.0,2905.0,2905.0
1795,4,2,2,2,3,1,4,4,2,2913.0,2913.0,2913.0
1796,1,7,0,3,6,3,4,3,9,2906.0,2906.0,2906.0
1797,5,8,5,10,10,10,10,3,10,2907.0,2907.0,2907.0
1798,6,7,9,7,10,8,9,7,9,2902.0,2902.0,2902.0
1799,4,4,5,4,7,4,4,5,5,2915.0,2915.0,2915.0
1800,3,3,4,4,5,3,3,3,3,2903.0,2903.0,2903.0
1801,6,6,5,5,5,5,5,7,4,2911.0,2911.0,2911.0
1802,2,2,3,2,1,0,0,0,0,2912.0,2912.0,2912.0
1803,5,5,7,5,7,10,7,5,7,2905.0,2905.0,2905.0
1804,4,5,5,4,4,4,5,4,4,2913.0,2913.0,2913.0
1805,3,4,5,5,5,5,4,4,5,2906.0,2906.0,2906.0
1806,5,5,7,8,9,9,8,6,6,2907.0,2907.0,2907.0
1807,7,7,8,10,10,10,9,8,10,2902.0,2902.0,2902.0
1808,4,7,4,1,7,1,4,3,4,2915.0,2915.0,2915.0
1809,4,7,4,1,7,1,4,3,4,2903.0,2903.0,2903.0
1810,4,7,4,2,9,2,4,3,5,2911.0,2911.0,2911.0
1811,1,4,1,0,1,0,1,1,0,2912.0,2912.0,2912.0
1812,8,8,4,7,9,7,6,8,7,2905.0,2905.0,2905.0
1813,4,5,3,1,7,0,4,3,4,2913.0,2913.0,2913.0
1814,2,6,3,1,7,1,4,2,4,2906.0,2906.0,2906.0
1815,7,8,8,10,10,10,9,8,9,2907.0,2907.0,2907.0
1816,8,8,7,8,9,7,8,7,8,2902.0,2902.0,2902.0
1817,5,6,5,6,5,4,4,4,5,2915.0,2915.0,2915.0
1818,4,4,3,4,3,3,3,3,2,2903.0,2903.0,2903.0
1819,6,4,5,5,6,3,5,4,3,2911.0,2911.0,2911.0
1820,1,3,1,2,1,1,0,0,1,2912.0,2912.0,2912.0
1821,7,6,7,6,7,6,7,8,6,2905.0,2905.0,2905.0
1822,4,4,4,5,5,3,4,4,3,2913.0,2913.0,2913.0
1823,3,3,2,3,6,6,2,2,5,2906.0,2906.0,2906.0
1824,7,8,3,9,10,8,9,5,9,2907.0,2907.0,2907.0
1825,2,7,4,10,10,10,8,6,10,2902.0,2902.0,2902.0
1826,8,5,2,2,1,2,4,2,3,2915.0,2915.0,2915.0
1827,9,4,2,1,1,1,2,2,2,2903.0,2903.0,2903.0
1828,6,4,3,1,1,1,4,4,2,2911.0,2911.0,2911.0
1829,0,0,0,0,0,0,1,0,0,2912.0,2912.0,2912.0
1830,1,5,5,7,9,10,6,8,9,2905.0,2905.0,2905.0
1831,7,5,1,2,1,2,3,2,2,2913.0,2913.0,2913.0
1832,6,5,1,2,2,2,4,2,4,2906.0,2906.0,2906.0
1833,4,8,4,10,10,8,8,4,10,2907.0,2907.0,2907.0
1834,3,2,3,5,3,1,5,4,3,1301.0,1301.0,1301.0
1835,3,5,2,5,5,1,3,3,2,1301.0,1301.0,1301.0
1836,5,5,3,5,5,5,5,5,5,1301.0,1301.0,1301.0
1837,2,6,1,2,4,1,4,3,5,1301.0,1301.0,1301.0
1838,2,3,3,2,4,1,4,4,3,1301.0,1301.0,1301.0
1839,2,5,3,5,5,3,4,2,5,1301.0,1301.0,1301.0
1840,2,4,3,4,4,3,4,3,4,1301.0,1301.0,1301.0
1841,2,8,3,5,7,3,4,5,4,1301.0,1301.0,1301.0
1842,5,5,1,5,5,3,4,4,4,1301.0,1301.0,1301.0
1843,1,6,2,5,5,3,3,3,3,1301.0,1301.0,1301.0
1844,6,7,4,8,10,6,7,8,7,1302.0,1302.0,1302.0
1845,9,7,8,9,8,7,7,7,7,1302.0,1302.0,1302.0
1846,7,7,6,8,7,7,7,6,7,1302.0,1302.0,1302.0
1847,6,6,7,8,8,7,7,6,8,1302.0,1302.0,1302.0
1848,7,7,7,7,9,7,7,7,7,1302.0,1302.0,1302.0
1849,8,8,7,7,8,8,7,7,8,1302.0,1302.0,1302.0
1850,7,7,6,7,9,5,7,8,7,1302.0,1302.0,1302.0
1851,6,8,6,8,9,4,6,7,6,1302.0,1302.0,1302.0
1852,7,6,5,8,9,6,7,6,8,1302.0,1302.0,1302.0
1853,7,8,6,9,9,5,7,7,6,1302.0,1302.0,1302.0
1854,5,9,3,10,10,10,10,8,10,1303.0,1303.0,1303.0
1855,8,8,5,9,10,7,9,6,9,1303.0,1303.0,1303.0
1856,6,9,7,9,10,9,9,7,9,1303.0,1303.0,1303.0
1857,9,10,8,10,10,10,9,9,10,1303.0,1303.0,1303.0
1858,5,8,5,9,9,7,8,5,8,1303.0,1303.0,1303.0
1859,10,6,10,10,9,10,10,10,8,1303.0,1303.0,1303.0
1860,7,9,6,10,10,7,9,6,9,1303.0,1303.0,1303.0
1861,5,8,4,9,10,7,8,4,9,1303.0,1303.0,1303.0
1862,5,9,4,9,10,9,10,5,9,1303.0,1303.0,1303.0
1863,5,8,4,9,10,8,9,5,8,1303.0,1303.0,1303.0
1864,3,0,1,2,3,0,2,2,0,1304.0,1304.0,1304.0
1865,3,1,4,4,4,1,3,3,2,1304.0,1304.0,1304.0
1866,3,0,3,1,3,0,4,4,1,1304.0,1304.0,1304.0
1867,3,0,4,3,2,0,2,1,0,1304.0,1304.0,1304.0
1868,4,1,3,2,2,0,2,3,2,1304.0,1304.0,1304.0
1869,3,0,3,1,2,1,3,3,2,1304.0,1304.0,1304.0
1870,3,1,2,1,3,1,2,3,2,1304.0,1304.0,1304.0
1871,1,10,1,5,2,1,2,1,1,1304.0,1304.0,1304.0
1872,2,2,3,2,3,1,2,2,2,1304.0,1304.0,1304.0
1873,2,0,1,0,3,0,3,3,2,1304.0,1304.0,1304.0
1874,8,3,6,2,3,2,6,8,2,1306.0,1306.0,1306.0
1875,8,5,8,6,5,2,5,8,4,1306.0,1306.0,1306.0
1876,9,3,7,2,4,0,5,7,0,1306.0,1306.0,1306.0
1877,6,6,5,6,5,4,6,6,2,1306.0,1306.0,1306.0
1878,9,5,7,0,3,0,6,8,1,1306.0,1306.0,1306.0
1879,8,9,7,5,5,2,6,6,5,1306.0,1306.0,1306.0
1880,8,4,7,1,4,1,6,6,2,1306.0,1306.0,1306.0
1881,7,7,7,4,4,4,6,6,3,1306.0,1306.0,1306.0
1882,7,5,6,0,4,0,5,8,2,1306.0,1306.0,1306.0
1883,10,7,9,2,6,1,8,8,2,1306.0,1306.0,1306.0
1884,0,3,0,2,2,1,2,2,0,102.0,102.0,102.0
1885,3,3,2,4,5,1,2,2,3,102.0,102.0,102.0
1886,2,4,3,3,4,4,3,3,3,102.0,102.0,102.0
1887,1,6,1,2,2,1,2,2,3,102.0,102.0,102.0
1888,3,5,3,4,4,2,3,3,4,102.0,102.0,102.0
1889,2,6,1,2,2,1,2,3,3,102.0,102.0,102.0
1890,1,7,1,5,6,4,1,1,6,102.0,102.0,102.0
1891,2,4,2,5,5,3,2,3,3,102.0,102.0,102.0
1892,1,5,1,3,2,2,2,2,2,102.0,102.0,102.0
1893,3,3,1,4,4,2,2,2,3,102.0,102.0,102.0
1894,2,4,2,2,2,1,2,2,3,102.0,102.0,102.0
1895,0,3,2,2,3,1,2,2,2,102.0,102.0,102.0
1896,1,3,1,3,2,2,4,3,2,103.0,103.0,103.0
1897,4,3,3,4,5,3,3,3,3,103.0,103.0,103.0
1898,4,4,4,4,5,4,4,4,3,103.0,103.0,103.0
1899,1,7,1,6,5,1,3,3,3,103.0,103.0,103.0
1900,3,4,3,3,4,2,3,3,5,103.0,103.0,103.0
1901,2,6,1,2,3,1,3,3,2,103.0,103.0,103.0
1902,0,3,2,2,4,1,3,3,2,103.0,103.0,103.0
1903,3,4,3,5,4,3,3,4,2,103.0,103.0,103.0
1904,3,5,3,4,5,2,3,3,4,103.0,103.0,103.0
1905,0,2,1,3,3,0,3,3,1,103.0,103.0,103.0
1906,4,3,1,4,4,2,3,3,2,103.0,103.0,103.0
1907,1,6,1,4,5,3,2,2,4,103.0,103.0,103.0
1908,3,2,3,2,2,0,4,4,1,104.0,104.0,104.0
1909,2,0,1,1,2,0,2,2,1,104.0,104.0,104.0
1910,4,3,3,3,3,2,2,3,3,104.0,104.0,104.0
1911,3,1,2,1,1,1,1,2,1,104.0,104.0,104.0
1912,3,2,2,3,3,1,2,2,2,104.0,104.0,104.0
1913,0,0,0,2,2,0,2,2,0,104.0,104.0,104.0
1914,0,0,2,0,1,0,1,2,0,104.0,104.0,104.0
1915,3,1,3,3,3,3,3,3,1,104.0,104.0,104.0
1916,1,1,1,2,1,1,1,1,1,104.0,104.0,104.0
1917,3,0,1,2,2,1,1,2,1,104.0,104.0,104.0
1918,1,0,1,2,1,1,3,3,1,104.0,104.0,104.0
1919,4,1,4,3,3,2,3,4,1,104.0,104.0,104.0
1920,3,1,3,2,2,0,4,3,2,105.0,105.0,105.0
1921,4,3,3,3,3,2,2,3,3,105.0,105.0,105.0
1922,4,1,4,3,3,2,3,4,1,105.0,105.0,105.0
1923,0,0,2,0,2,0,2,2,0,105.0,105.0,105.0
1924,4,0,2,3,3,1,2,3,1,105.0,105.0,105.0
1925,4,1,3,1,2,0,2,3,1,105.0,105.0,105.0
1926,0,0,0,2,2,0,2,2,0,105.0,105.0,105.0
1927,3,1,4,3,3,3,3,4,1,105.0,105.0,105.0
1928,2,0,1,1,2,0,2,2,1,105.0,105.0,105.0
1929,3,2,3,3,3,2,3,3,2,105.0,105.0,105.0
1930,1,0,1,2,1,1,2,1,1,105.0,105.0,105.0
1931,1,1,1,2,1,1,2,2,1,105.0,105.0,105.0
1932,7,3,7,6,6,3,7,7,3,106.0,106.0,106.0
1933,5,7,5,6,6,2,7,8,4,106.0,106.0,106.0
1934,7,6,6,6,5,5,7,7,3,106.0,106.0,106.0
1935,6,5,5,5,6,3,5,5,4,106.0,106.0,106.0
1936,9,8,6,3,6,1,7,8,1,106.0,106.0,106.0
1937,3,4,6,2,4,1,6,6,3,106.0,106.0,106.0
1938,7,6,6,6,6,2,7,7,4,106.0,106.0,106.0
1939,9,8,8,5,6,5,6,7,5,106.0,106.0,106.0
1940,6,6,5,6,5,5,7,7,4,106.0,106.0,106.0
1941,7,7,5,5,5,2,7,7,3,106.0,106.0,106.0
1942,7,6,7,5,7,2,7,8,4,106.0,106.0,106.0
1943,6,6,4,2,5,2,5,6,2,106.0,106.0,106.0
1944,6,5,6,6,6,4,6,6,4,107.0,107.0,107.0
1945,9,8,8,5,7,5,7,8,3,107.0,107.0,107.0
1946,5,7,5,6,6,2,7,8,3,107.0,107.0,107.0
1947,9,8,6,3,7,1,7,8,1,107.0,107.0,107.0
1948,7,6,6,6,6,2,7,7,4,107.0,107.0,107.0
1949,8,7,6,6,6,1,7,8,2,107.0,107.0,107.0
