"","econ_interven","environment","redistribution","civlib_laworder","immigrate_policy","sociallifestyle","lrgen","lrecon","galtan","party_id","RC1","RC2"
"1223",7,5,8,3,2,2,7,8,3,2618,-1.13571105776458,1.47064121964904
"1224",4,2,4,1,1,0,3,4,1,2621,-1.66003461991828,0.0633171594380351
"1225",3,2,4,1,1,1,2,4,2,2620,-1.50585288378625,-0.189400799877797
"1226",10,8,9,NA,9,10,10,9,10,2619,1.14656994982943,1.82872704273038
"1227",2,8,2,9,7,8,8,3,9,2605,1.40026165680016,-1.24606583855119
"1228",5,4,4,5,5,3,6,5,6,2603,-0.344113081545643,0.0395154281668318
"1229",2,4,2,5,5,2,3,3,4,2601,-0.234838935409417,-0.981203557288405
"1230",3,6,3,7,6,7,7,3,9,2606,0.709080514294935,-0.76777724393775
"1232",1,2,3,2,4,2,2,NA,NA,2618,-0.834362972224701,-0.941773592379417
"1233",1,2,3,2,NA,1,2,NA,3,2621,-1.099806132753,-0.879092017697326
"1234",1,2,2,2,NA,1,2,NA,2,2620,-1.10091650706495,-1.08175298650762
"1235",9,10,9,9,10,10,10,9,9,2619,1.5334540357009,1.63880152389311
"1236",1,7,NA,8,10,9,8,2,10,2605,1.68467852449245,-1.58855308695566
"1237",6,5,NA,3,6,6,5,5,6,2603,-0.150136160380745,0.446487326486919
"1238",4,4,NA,2,4,3,3,5,3,2601,-0.72274757687677,-0.187560541707428
"1239",3,6,NA,5,7,6,6,4,9,2606,0.45295363635203,-0.460799196445169
"1240",3,7,NA,7,9,9,8,NA,9,2617,1.26384496473999,-0.450390296090079
"1241",7,2,NA,2,4,2,6,7,2,2618,-1.19679185025005,0.750434719251548
"1242",NA,1,NA,0,2,0,2,4,0,2621,-1.67315540309838,-0.382990823151255
"1243",2,0,NA,0,1,0,0,0,0,2620,-1.771521188628,-0.880410296919316
"1244",10,9,NA,10,10,10,10,9,10,2619,1.52218823903714,1.71430197215657
"1245",1,9,2,9,8,9,7,3,9,2605,1.74839709575183,-1.48753005490982
"1246",7,3,6,2,3,3,5,5,4,2603,-1.14704813677465,0.974210529439313
"1247",2,3,4,2,2,2,3,3,4,2601,-1.04492643686209,-0.459299246075988
"1248",6,7,6,7,5,6,6,5,6,2606,0.339363765132804,0.580768295371759
"1249",8,9,8,9,9,9,7,7,7,2617,1.31704653788336,1.24354726786621
"1250",7,3,7,2,2,3,5,7,3,2618,-1.28592852413245,1.19813821176478
"1251",4,2,3,1,2,1,4,4,2,2621,-1.41723887395882,-0.198753581975091
"1252",0,1,1,1,2,1,2,3,2,2620,-1.24005149322577,-1.49980328009965
"1253",9,9,9,9,9,9,9,9,9,2619,1.2355849742796,1.66569084002357
"1254",2,NA,2,NA,10,2,8,2,9,2605,0.679817986655936,-1.03937934598082
"1263",0,9,0,9,10,10,9,2,9,2605,2.18033960659947,-2.18810337887659
"1264",6,4,4,3,5,5,6,7,5,2603,-0.412130757817661,0.234672669898816
"1265",2,4,3,5,5,3,4,6,4,2601,-0.162118762881133,-0.81177794444688
"1266",2,6,2,6,6,6,5,5,6,2606,0.57383571132455,-1.12334352716789
"1267",5,6,4,7,7,6,NA,5,5,2617,0.581122415843568,-0.10927472286085
"1268",9,5,6,3,5,3,6,8,2,2618,-0.746882478223651,1.39743358597051
"1269",2,3,4,1,4,0,3,5,0,2621,-1.15017775946904,-0.3872969188537
"1270",0,3,1,1,3,1,1,2,0,2620,-0.959829288870922,-1.46093678378896
"1271",9,9,7,10,10,10,10,10,10,2619,1.62236691428492,1.1676171968417
"1272",3,9,3,9,10,10,NA,3,10,2605,1.93595491578821,-0.921672662404522
"1273",6,4,5,4,5,3,5,6,3,2603,-0.538365653121875,0.490093230163748
"1274",4,4,3,4,4,2,3,2,2,2601,-0.587043085800453,-0.299691844667022
"1275",6,6,5,6,7,7,6,8,7,2606,0.490785202868995,0.303160020048411
"1277",6,3,5,3,4,2,4,6,3,2618,-0.949025722515651,0.545416776133762
"1278",4,2,3,1,3,0,1,2,0,2621,-1.41346903127606,-0.176969533283726
"1279",4,3,3,1,3,0,2,2,1,2620,-1.32720052974085,-0.149356779930235
"1281",2,9,2,9,9,9,6,2,9,2605,1.80581591950588,-1.28931416507793
"1282",5,7,8,7,5,7,7,8,8,2603,0.431155129118092,0.743187679914288
"1283",3,6,3,6,6,8,4,3,8,2601,0.700204864924115,-0.777486073185846
"1284",5,7,4,5,8,9,5,4,9,2606,0.861240178523226,-0.155581697487498
"1285",5,7,4,8,9,7,7,7,9,2617,1.09946768652177,-0.180957279227154
"1286",7,7,9,4,4,3,8,9,4,2618,-0.562292471624538,1.63414008856541
"1287",4,3,4,2,2,0,1,5,1,2621,-1.35328990912617,0.0461366725556766
"1288",0,3,4,2,2,2,0,0,3,2620,-0.944393681801334,-0.888449046532342
"1289",9,7,6,10,10,9,9,10,10,2619,1.37710973868621,0.942966077293197
"1290",0,10,3,9,10,10,9,4,10,2605,2.17302254991456,-1.53778460973556
"1291",4,8,9,5,8,4,5,7,5,2603,0.322222334213648,0.886014810721993
"1292",2,5,2,1,6,1,3,3,3,2601,-0.595964623081354,-0.818069835885315
"1293",5,7,8,9,5,10,5,5,10,2606,0.968483220868027,0.571890042972205
"1294",4,9,8,9,7,10,8,5,9,2617,1.40665700403768,0.379822628658428
"1295",10,10,10,1,3,0,6,10,0,2618,-1.24328558669025,2.78436259841753
"1296",3,1,2,0,2,0,2,7,0,2621,-1.63875217846442,-0.581932618558725
"1297",0,0,0,0,0,0,1,0,0,2620,-1.7272015778306,-1.63568939566253
"1298",6,5,3,10,10,10,10,5,10,2619,1.5528727850287,-0.416833204973512
"1299",1,10,1,10,10,10,9,1,10,2605,2.29793755250341,-1.76678128320531
"1300",7,4,7,1,5,4,5,8,5,2603,-0.885480068114781,1.16696510468131
"1301",5,4,7,1,5,1,4,8,1,2601,-1.096693388859,0.852244481487918
"1302",4,4,3,4,7,6,6,5,7,2606,0.151673952459459,-0.501341112206513
"1303",5,6,3,9,8,6,5,5,5,2617,0.945584819146325,-0.390070864865439
"1304",9,5,9,1,4,4,7,10,1,2618,-1.0698198950715,2.0552240127458
"1305",1,0,0,0,3,0,1,1,0,2621,-1.4544123515077,-1.47019152662322
"1306",1,0,0,0,3,0,1,0,0,2620,-1.4544123515077,-1.47019152662322
"1307",10,10,10,10,10,10,10,10,10,2619,1.56478348006963,2.03251086621091
"1308",1,9,1,10,10,10,3,2,10,2605,2.21166905096819,-1.7943940365588
"1309",4,5,4,7,4,3,5,5,4,2603,-0.0896813878195185,-0.187956167990682
"1310",3,4,3,6,3,2,4,3,3,2601,-0.418879893609541,-0.554776194178026
"1311",3,7,2,6,6,6,6,3,6,2606,0.609837835329385,-0.881155873586226
"1312",4,6,2,8,7,6,7,NA,6,2617,0.806570173493175,-0.767421196786947
"1313",5,4,4,5,2,2,5,6,2,2618,-0.771084044000577,0.126735518443358
"1314",2,2,3,4,1,0,2,2,1,2621,-1.18993365486671,-0.658704002466176
"1315",1,2,1,4,2,1,1,1,1,2620,-0.865676345303502,-1.34291831603666
"1316",3,9,5,10,10,10,9,9,10,2619,1.98635555161394,-0.53496954838572
"1317",3,9,3,10,9,8,8,4,9,2605,1.73323000527294,-0.85746176367248
"1318",5,5,4,3,3,1,5,5,5,2603,-0.906627715727556,0.233000780167331
"1319",3,5,3,3,3,1,4,4,4,2601,-0.774899774593424,-0.403717692218204
"1320",3,5,3,6,5,5,6,4,7,2606,0.194505086299499,-0.674310638880081
"1321",3,6,3,6,5,5,6,6,7,2617,0.280773587834713,-0.64669788552659
"1322",6,5,6,3,3,1,5,6,4,2618,-1.01928446540468,0.862713024253869
"1323",3,4,3,3,3,1,3,3,2,2621,-0.861168276128637,-0.431330445571695
"1324",3,4,3,3,3,1,3,3,2,2620,-0.861168276128637,-0.431330445571695
"1325",7,9,4,10,10,10,10,7,10,2619,1.8164852275658,0.115761380597808
"1326",2,8,2,9,8,7,6,4,9,2605,1.40403149948292,-1.22428178985982
"1327",5,5,6,3,3,4,5,6,4,2603,-0.657272012069327,0.533708946762727
"1328",2,4,3,3,3,3,3,3,3,2601,-0.60307118139494,-0.722191463975182
"1329",2,5,2,6,6,8,5,5,9,2606,0.695397926992655,-1.22724239869669
"1330",8,8,9,9,9,9,8,9,9,2617,1.19958285027477,1.4235031864419
"1331",6,5,7,2,2,2,4,7,2,2618,-1.1670405021333,1.07693187733124
"1332",4,1,5,1,1,0,2,3,0,2621,-1.77749830752687,0.243273078013725
"1333",0,0,0,5,0,0,0,0,0,2620,-1.16324653796821,-1.77786054486032
"1334",10,10,10,0,10,10,9,10,10,2619,0.436873400344839,2.3168531646065
"1335",1,9,1,10,9,9,8,2,9,2605,2.00006849108211,-1.73989196707485
"1336",8,3,6,4,5,6,5,8,4,2603,-0.444616019986243,0.984769771932827
"1337",4,2,4,2,3,0,3,4,1,2601,-1.33187320937695,0.00216490880589557
"1338",5,5,5,6,6,7,6,5,NA,2606,0.347097877579736,0.0773313768630335
"1339",9,7,8,9,8,8,7,9,8,2617,0.882642597396469,1.45739873087135
"1340",9,4,8,4,4,5,4,9,2,2618,-0.682604828014242,1.6965968388568
"1341",5,3,4,1,3,0,2,4,0,2621,-1.4086620933446,0.272786792227122
"1342",1,1,1,2,2,0,2,2,2,2620,-1.28144222138533,-1.27551955062338
"1343",10,8,10,9,10,10,9,10,10,2619,1.27945546902672,2.00571958934349
"1344",3,7,3,10,10,10,8,4,8,2605,1.87620892069026,-1.00533239895106
"1345",5,6,5,0,7,5,5,5,4,2603,-0.343525184638818,0.335476617032897
"1346",4,5,4,0,NA,4,4,4,3,2601,-0.807608645410538,-0.0221519150825383
"1347",3,4,3,NA,NA,6,5,5,6,2606,0.155245858710901,-0.724641814457121
"1349",7,6,7,0,NA,5,6,6,4,2618,-0.700281674158289,1.20920998006093
"1350",2,1,1,0,4,0,1,2,1,2621,-1.34192021229182,-1.03679421150866
"1351",3,3,2,0,NA,2,2,2,2,2620,-1.13993073677781,-0.620988141462973
"1352",10,10,10,10,10,10,10,10,10,2619,1.56478348006963,2.03251086621091
"1353",0,10,0,10,10,10,7,2,10,2605,2.37939911610716,-2.18892485536266
"1354",6,6,7,1,5,1,5,7,4,2603,-0.974422763318953,1.12204488842308
"1355",6,6,3,1,5,2,4,2,3,2601,-0.745726660423795,0.2536271416187
"1356",4,10,3,4,5,4,6,5,7,2606,0.24608384189857,-0.226660453117678
"1357",4,8,4,8,7,7,8,7,7,2617,1.02063216301851,-0.33520140530926
"1358",7,8,7,0,3,0,5,8,1,2618,-1.28422890692189,1.49114060507803
"1359",0,0,0,1,1,0,0,0,0,2621,-1.5067253685737,-1.68048263589838
"1360",2,NA,1,1,3,1,1,1,1,2620,-1.11212314485281,-1.0483546353447
"1361",9,10,10,8,10,10,10,NA,10,2619,1.38946784165505,1.87480442566185
"1362",1,9,1,9,7,9,8,2,9,2605,1.67190708054078,-1.67873971644271
"1363",7,3,7,3,3,4,5,7,6,2603,-0.961536956273886,1.11520191244128
"1364",3,4,4,2,3,2,3,5,4,2601,-0.901239111572831,-0.23347060289061
"1365",3,6,3,4,4,5,5,4,5,2606,-0.0524936293946697,-0.573470415451182
"1366",3,6,7,4,5,5,7,9,9,2617,-0.0695891724037442,0.240445261869249
"1367",7,3,7,3,2,4,5,9,5,2618,-1.06922215755831,1.13156092283757
"1368",0,0,1,0,0,0,1,2,0,2621,-1.75839676390397,-1.42812072373335
"1369",0,0,0,0,0,0,0,0,1,2620,-1.7272015778306,-1.63568939566253
"1370",10,10,10,10,10,10,10,10,10,2619,1.56478348006963,2.03251086621091
"1380",4,2,3,8,8,6,4,4,10,2701,0.537986182563372,-0.68666254866802
"1381",9,2,6,8,5,6,8,7,7,2705,-0.129986867161919,1.05799499944928
"1382",6,6,6,5,2,2,5,5,3,2713,-0.711203790607278,0.811673269236877
"1383",6,1,6,5,8,5,6,5,7,2706,-0.184689014771818,0.461026262828716
"1384",6,2,6,8,7,6,6,5,7,2712,0.236182667998066,0.381552277972166
"1385",9,1,7,8,9,8,8,7,8,2711,0.39112096757051,1.0962287582645
"1386",4,2,3,8,5,5,4,4,7,2714,0.111015220108439,-0.599442458391494
"1387",0,5,2,7,3,9,4,4,10,2701,0.689581444774276,-1.67389245689139
"1388",9,6,8,4,7,3,8,8,4,2705,-0.394842938293859,1.77903143255022
"1389",10,7,10,3,9,1,9,9,1,2713,-0.526482509042722,2.50835875721254
"1390",4,6,7,6,3,7,6,7,9,2706,0.098186780645304,0.354583605035579
"1391",8,7,8,5,6,5,8,8,5,2712,-0.0453715353368951,1.50370794805696
"1392",7,6,7,6,8,8,7,9,8,2711,0.589729013077951,0.878370194651004
"1393",3,5,4,5,4,9,5,5,9,2714,0.358495125375858,-0.574520963065672
"1394",2,9,3,5,5,8,4,3,10,2701,0.78880053780323,-0.864429473117702
"1395",9,9,5,4,5,5,6,7,10,2705,-0.0499915608336261,1.19559557944042
"1396",5,5,5,2,5,5,5,5,5,2713,-0.419582072797923,0.283713424792869
"1397",5,9,5,NA,5,7,6,5,10,2706,0.590126232834788,0.202719689181309
"1398",10,9,5,5,5,7,6,6,10,2712,0.220363786811793,1.30545013165373
"1399",9,9,5,6,5,7,6,6,10,2711,0.38342117231465,1.062441001586
"1400",3,9,3,4,5,NA,4,6,10,2714,0.19969018203357,-0.46503380079058
"1401",5,6,4,6,5,5,4,4,7,2701,0.149045646700581,-0.00997941314105565
"1402",9,6,8,7,2,5,8,8,7,2705,-0.387065203595228,1.69923767683769
"1403",8,3,7,5,2,1,6,7,1,2713,-1.20565259494871,1.4036965406496
"1404",5,4,5,5,6,5,5,5,5,2706,-0.0597923491312747,0.154438971524412
"1405",6,6,6,6,NA,5,6,6,7,2712,0.122537058050992,0.60664562262845
"1406",8,6,7,7,2,5,8,8,7,2711,-0.305603639991475,1.27709410468033
"1407",5,6,4,NA,3,5,4,4,5,2714,-0.184755314239371,0.0525945489830619
"1408",2,6,2,6,5,7,3,2,8,2701,0.570065868641785,-1.14512757585926
"1409",6,5,6,2,3,6,8,8,4,2705,-0.612498680368866,0.700431958655152
"1410",7,4,6,1,3,3,6,6,3,2713,-1.17357064321191,1.03025751263236
"1411",5,4,5,2,4,6,5,5,6,2706,-0.509620417015901,0.234316622748014
"1412",6,6,7,3,5,5,7,6,4,2712,-0.333179312967359,0.912604192393339
"1413",6,4,6,5,4,4,6,7,5,2711,-0.460539673905537,0.647443623562005
"1414",4,5,5,4,5,5,4,4,4,2714,-0.143733679322586,0.0122700648855744
"1415",4,8,2,6,6,8,4,3,8,2701,0.853670676537538,-0.715254338179868
"1416",7,8,6,6,5,8,6,6,6,2705,0.470405598368478,0.775104060617676
"1417",7,5,6,7,4,3,7,7,4,2713,-0.302870892557404,0.87090587655221
"1418",5,7,4,5,4,6,6,5,4,2706,0.11875329758055,0.0242835213606291
"1419",6,8,6,6,6,8,5,4,7,2712,0.628357177183282,0.544170149993208
"1420",7,8,6,6,6,8,5,5,8,2711,0.578090799652903,0.758745050221385
"1421",5,8,5,5,6,4,4,4,5,2714,0.181366298407919,0.303033044026029
"1422",1,7,1,2,3,5,3,2,6,2701,-0.136569217881332,-1.316917336337
"1423",10,6,10,9,4,1,9,9,4,2705,-0.474430969165186,2.39193567680315
"1424",10,5,10,10,4,0,10,10,1,2713,-0.55182382132958,2.37403175269775
"1425",6,5,7,8,3,4,7,8,6,2706,-0.174778535810687,0.81368136972229
"1426",6,5,5,4,3,5,5,5,4,2712,-0.459636836952193,0.47413788613451
"1427",7,6,7,8,5,5,7,8,6,2711,0.180509349364657,0.985007943423722
"1428",6,5,6,6,4,5,5,5,4,2714,-0.157564805796185,0.608479087988282
"1429",1,7,4,2,8,9,4,3,10,2701,0.723932664727304,-0.92857860888153
"1430",8,7,7,6,5,5,8,8,5,2705,-0.00907054257546612,1.28406405668451
"1431",7,4,6,8,2,2,8,7,2,2713,-0.595634147290647,0.885719973239397
"1432",5,5,7,5,5,5,5,5,5,2706,-0.143599421027236,0.613548079132554
"1433",7,7,8,7,5,4,9,7,5,2712,0.0188762982523571,1.28676665763361
"1434",6,7,6,8,5,4,7,6,5,2711,0.244324055901964,0.62862018370751
"1435",6,7,6,6,3,5,6,7,7,2714,-0.0927130040101836,0.680063605091554
"1436",4,5,2,5,5,8,3,3,8,2701,0.374388962674995,-0.753299358004491
"1437",6,6,6,3,3,5,6,5,4,2705,-0.517354529462833,0.737753541256739
"1438",4,7,2,2,1,1,4,4,1,2713,-0.949595373521329,-0.280333706580086
"1439",7,3,7,8,6,7,7,7,3,2706,0.23721976324676,0.80952455479165
"1440",6,5,7,5,4,5,7,8,6,2712,-0.301550999842039,0.844481989757021
"1441",6,5,7,5,4,5,6,8,5,2711,-0.301550999842039,0.844481989757021
"1443",0,4,2,6,7,9,2,2,8,2701,0.921262740404283,-1.73850702199048
"1444",5,5,6,3,4,4,5,6,3,2705,-0.549586810784903,0.517349936366436
"1445",7,6,8,3,2,0,6,7,0,2713,-1.25727327343268,1.57454009117784
"1446",7,5,7,2,3,0,6,6,2,2706,-1.31745239558257,1.35143388533844
"1447",3,4,4,6,6,8,4,4,7,2712,0.496472675780314,-0.625142907963647
"1448",5,5,6,7,7,8,5,6,6,2711,0.640294259364924,0.20196374946871
"1449",0,4,2,6,7,9,2,2,8,2714,0.921262740404283,-1.73850702199048
"1450",3,4,2,8,6,7,3,3,6,2701,0.680529705270362,-1.05900565241347
"1451",7,3,7,5,5,6,7,8,5,2705,-0.31275382055676,0.949329313794272
"1452",6,1,5,2,3,2,5,5,1,2713,-1.34203893484298,0.53498450966263
"1453",5,5,6,8,9,9,6,6,6,2706,1.07237102850791,0.102668439748915
"1454",5,4,4,7,NA,6,5,5,5,2712,0.306284471552938,-0.148959169691356
"1455",9,5,8,9,9,9,8,8,7,2711,0.921706154212126,1.34767115468043
"1456",4,4,3,6,6,6,4,4,NA,2714,0.269570767119992,-0.54185056148934
"1457",3,7,4,7,7,8,4,3,8,2701,0.975754389642857,-0.587097888139024
"1458",6,7,7,7,8,7,7,7,8,2705,0.735139541514362,0.701116877024413
"1459",4,3,3,4,7,2,6,5,5,2713,-0.350255983482392,-0.376381629209383
"1460",6,7,5,7,8,9,8,7,7,2706,1.00536063086443,0.209693414990742
"1461",7,8,7,7,8,4,6,8,7,2712,0.459395589714219,1.05773370786905
"1462",7,NA,NA,7,8,9,8,7,8,2711,0.849839135287255,0.673398023711736
"1463",3,5,4,7,8,5,4,4,6,2714,0.599156512051877,-0.544253227979331
"1464",6,7,4,6,8,8,5,4,8,2701,0.819849450363667,0.0687020319887758
"1465",8,7,8,7,7,7,8,7,7,2705,0.495726399095806,1.35419435980624
"1466",8,4,7,5,6,2,7,7,4,2713,-0.584727929674138,1.32773019333027
"1467",7,5,6,3,7,6,6,6,7,2706,-0.119233244789067,0.821136587458609
"1468",7,5,7,3,7,5,6,6,6,2712,-0.254343789464101,1.06684831847544
"1469",9,8,9,10,9,10,9,8,8,2711,1.36602283931853,1.57150079774286
"1470",7,6,6,6,6,5,5,5,7,2714,0.0938077207774987,0.817948720777369
"1471",3,6,3,7,7,8,4,3,9,2701,0.920681074181019,-0.822279313421695
"1472",5,6,5,6,6,7,5,5,7,2705,0.433366379114949,0.104944130216524
"1473",6,4,4,3,3,4,6,4,6,2713,-0.731416518988169,0.305533749779052
"1475",7,NA,6,2,NA,8,6,6,9,2712,0.137544862256838,0.819971116451838
"1478",4,6,3,3,4,6,4,4,7,2701,-0.111635656295868,-0.368604344471102
"1479",7,7,7,3,6,6,7,8,6,2705,-0.08557662907644,1.10028977649106
"1480",7,3,5,2,4,2,7,7,2,2713,-1.11208310801851,0.788425906201498
"1481",4,4,4,2,6,4,4,4,6,2706,-0.420619168046617,-0.144258852026614
"1482",5,6,5,4,6,5,6,8,6,2712,-4.63540333270076e-05,0.238098708070952
"1483",9,10,9,7,9,8,9,10,10,2711,0.992356101268201,1.78831511214383
"1484",6,6,5,5,4,5,6,6,6,2714,-0.152892126160076,0.456957399252151
"1485",7,6,5,5,NA,8,NA,7,9,2701,0.318573714619151,0.525203051944597
"1486",9,7,7,7,NA,8,NA,9,9,2705,0.720561327910213,1.3017908155024
"1487",9,2,6,4,NA,4,NA,9,3,2713,-0.928972377924905,1.269284750498
"1492",0,8,4,NA,10,10,5,3,10,2803,1.94109260877764,-1.37833288705347
"1493",10,10,9,0,9,7,8,9,9,2812,0.0486373093288115,2.24007268033658
"1494",6,6,4,2,NA,7,7,8,9,2814,-0.155322565644837,0.243682189309676
"1495",0,7,9,5,10,10,9,5,10,2809,1.27588189697875,-0.261473918862717
"1496",0,10,10,10,10,10,10,10,10,2817,2.06744725537341,-0.113238136070859
"1497",6,5,7,9,10,10,7,8,10,2818,1.31530103276272,0.441875712582768
"1498",5,5,3,5,2,2,4,4,2,2813,-0.653620356391988,-0.0532204001323316
"1500",5,5,4,5,5,8,6,5,9,2805,0.261732212997866,-0.123587113917953
"1502",0,0,0,2,0,0,2,2,0,2819,-1.50161956188564,-1.69255785534164
"1503",1,0,2,2,1,0,4,4,1,2820,-1.50659111027835,-1.0792046216514
"1504",2,1,3,2,1,0,5,6,3,2821,-1.50178417234689,-0.629448296140549
"1505",4,6,4,4,7,5,4,4,5,2803,0.189100410854851,-0.200403874482696
"1506",9,8,8,4,7,6,7,8,6,2812,0.0894401405815449,1.71982776199424
"1507",6,8,5,7,9,7,7,8,NA,2814,0.99148361648075,0.297233276123253
"1508",7,8,NA,9,10,8,9,7,8,2809,1.32224847984934,0.774061256660892
"1509",8,8,NA,10,10,10,10,4,9,2817,1.58948430888742,0.904672676067118
"1510",6,8,NA,8,8,8,6,6,8,2818,1.06151079917874,0.506475837503805
"1511",7,6,NA,6,6,7,6,7,6,2813,0.300078678677149,0.752041036198518
"1512",8,7,7,5,4,6,6,9,3,2816,-0.12563139323071,1.2907142378327
"1513",7,6,5,5,5,8,8,8,8,2805,0.216272773398948,0.540744111821073
"1514",6,6,5,4,6,7,6,7,7,2804,0.157517985639613,0.376387490123819
"1515",4,2,4,2,3,1,4,6,1,2819,-1.2279578507753,-0.0359781502817595
"1516",8,7,7,5,3,6,6,8,3,2820,-0.233316594515135,1.30707324822899
"1517",6,5,5,6,3,6,5,8,5,2821,-0.130139462405576,0.379126367367737
"1518",1,7,2,8,9,9,2,2,9,2803,1.57075428599335,-1.53068034217353
"1519",9,6,8,4,7,2,6,9,2,2812,-0.498758296895519,1.81717449163788
"1521",1,7,1,9,10,9,9,1,10,2809,1.82242568132363,-1.78304225433856
"1522",0,NA,1,10,10,10,10,0,10,2817,2.19723405234716,-2.02967850180209
"1523",3,NA,NA,9,9,9,8,NA,9,2818,1.52071851472501,-0.59514210746663
"1524",5,5,5,5,5,4,4,5,4,2813,-0.185124407482145,0.236553794361848
"1526",5,NA,5,5,NA,9,6,6,8,2805,0.472361647474819,0.0493189426186348
"1527",5,NA,NA,5,7,7,6,5,7,2804,0.359977476867216,0.0298972700628969
"1528",4,1,4,2,5,1,6,3,1,2819,-1.09885594974166,-0.096308924427831
"1529",6,3,6,3,5,2,NA,7,2,2820,-0.872535707304602,0.736626437666652
"1530",7,5,7,5,6,5,7,7,7,2821,-0.136446974803568,1.02633886919262
"1531",1,8,2,8,10,9,7,3,9,2803,1.76470798881299,-1.51942659921633
"1532",9,9,8,5,10,3,6,7,2,2812,0.299809178137533,1.78435843158226
"1533",7,7,5,6,10,8,7,6,7,2814,0.953758289328763,0.458127583353553
"1534",1,9,4,8,10,9,8,6,9,2809,1.78858611820145,-1.07667650200448
"1535",0,7,2,10,10,10,10,10,10,2817,2.05820323935477,-1.85662577156477
"1536",2,7,3,7,10,8,8,9,9,2818,1.38027155709988,-1.05831849148525
"1537",5,3,5,5,5,3,5,5,5,2813,-0.461576769154231,0.219471346742522
"1539",4,5,6,4,5,9,6,6,7,2805,0.240732569010676,0.0672665004641345
"1540",4,5,6,4,7,9,6,6,8,2804,0.456102971579525,0.0345484796715537
"1541",5,1,5,3,3,1,4,5,5,2819,-1.28289690794178,0.330118438682549
"1542",5,1,5,3,3,1,5,5,5,2820,-1.28289690794178,0.330118438682549
"1543",5,3,5,3,5,4,6,5,5,2821,-0.58324342649753,0.238196747333984
"1544",2,7,3,7,9,6,5,3,7,2803,1.06475563861214,-0.965673362913652
"1545",7,5,7,4,6,4,6,7,4,2812,-0.353153341377706,1.09291615811983
"1546",5,4,6,6,8,7,7,7,6,2814,0.445004592539997,0.224569274646142
"1547",4,7,5,9,10,9,8,4,9,2809,1.54684580443899,-0.30904286593731
"1548",3,7,5,10,10,10,10,3,10,2817,1.81381854854351,-0.590195055092701
"1549",3,7,4,8,9,8,8,4,8,2818,1.30391580018419,-0.648250138771164
"1550",6,5,6,6,4,7,7,6,6,2813,0.0502659114071331,0.532192969812972
"1552",7,6,7,8,9,10,9,6,9,2805,1.13082694751065,0.728856606400285
"1553",6,6,6,6,5,8,7,6,7,2804,0.34813497282843,0.505303653682517
"1554",4,4,5,3,3,2,4,5,3,2819,-0.869909667204106,0.160238739427188
"1555",5,4,5,4,6,5,6,5,4,2820,-0.172583357103754,0.182873201363971
"1556",5,5,6,6,8,7,7,6,6,2821,0.531273094075211,0.252182027999633
"1557",0,9,1,NA,10,10,4,3,9,2803,2.20553992451233,-1.99475182186719
"1558",10,NA,10,NA,10,3,8,8,3,2812,0.280023414359295,2.34376550373167
"1559",6,NA,7,9,7,8,6,5,8,2814,0.866369788164581,0.593470977632766
"1560",1,8,1,5,10,10,7,4,10,2809,1.56144550957059,-1.67983564071449
"1561",0,10,1,10,10,10,10,3,10,2817,2.34820393003379,-1.98135618343348
"1562",3,NA,3,9,10,10,9,5,9,2818,1.79361188825511,-0.967233705437782
"1563",5,NA,4,5,5,7,5,4,5,2813,0.144876579165925,-0.0895859678333213
"1565",7,NA,4,8,5,7,7,4,9,2805,0.456045074327536,0.277731983454824
"1566",3,NA,3,5,6,NA,8,3,9,2804,0.12705006445045,-0.63934958398422
"1567",2,0,4,5,4,0,4,5,1,2819,-0.957819232184763,-0.583872098272407
"1568",6,1,6,5,4,1,6,8,4,2820,-1.03109125431615,0.679034540764498
"1569",5,NA,5,5,5,6,5,7,5,2821,0.0356465849514551,0.164409589189561
"1570",3,8,3,5,7,7,4,4,6,2803,0.763720702704828,-0.672042287947941
"1571",9,8,9,5,7,5,7,8,5,2812,0.0671206038789896,1.93710526317151
"1573",4,8,4,8,10,9,8,5,8,2809,1.5515184840751,-0.460564554673441
"1574",4,8,4,10,10,10,9,5,10,2817,1.88101585862172,-0.555576073440214
"1575",4,NA,4,6,7,6,NA,NA,5,2818,0.462523259403579,-0.313363682929238
"1577",7,8,7,NA,NA,7,7,7,7,2816,0.693719701944878,0.959585925660792
"1578",6,7,6,6,7,9,7,6,7,2805,0.753689235534152,0.462055327155772
"1580",4,4,5,NA,5,2,6,5,3,2819,-0.569946008655897,0.106195046254939
"1581",5,5,6,NA,5,3,6,6,4,2820,-0.359711804947547,0.492217505822529
"1582",4,NA,5,NA,5,3,6,6,4,2821,-0.379441170530674,0.0634993359212259
"1583",3,7,3,7,8,7,4,4,6,2803,1.010719418399,-0.77288251137684
"1584",9,7,7,2,8,4,8,9,0,2812,-0.291360706744145,1.6014419041697
"1585",6,6,6,5,7,6,7,6,6,2814,0.242883650221482,0.577305980904805
"1586",4,7,5,7,7,9,7,5,7,2809,0.998208184640763,-0.203097375069322
"1587",3,7,4,10,10,10,10,4,10,2817,1.84501373461689,-0.797763727021882
"1588",6,7,4,8,8,9,7,6,8,2818,1.14934682491028,-0.0263094867779968
"1589",5,6,5,5,6,6,5,6,5,2813,0.216660012540811,0.171521419143738
"1591",6,6,6,6,7,7,6,7,7,2805,0.459590016795621,0.510728691977591
