econ_interven,environment,redistribution,civlib_laworder,immigrate_policy,sociallifestyle,lrgen,lrecon,galtan,party_id
4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,1401.0
3.0,,3.0,4.0,4.0,4.0,3.0,3.0,5.0,1401.0
1.0,9.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,1401.0
1.0,3.0,2.0,5.0,5.0,1.0,4.0,4.0,4.0,1401.0
2.0,6.0,1.0,4.0,4.0,5.0,3.0,3.0,5.0,1401.0
4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,1401.0
3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1401.0
2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1401.0
4.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1401.0
4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,1401.0
3.0,4.0,2.0,5.0,6.0,3.0,3.0,3.0,3.0,1401.0
2.0,4.0,0.0,6.0,5.0,2.0,3.0,3.0,4.0,1401.0
7.0,5.0,6.0,6.0,3.0,4.0,7.0,7.0,5.0,1402.0
10.0,7.0,10.0,6.0,3.0,4.0,9.0,9.0,4.0,1402.0
7.0,5.0,6.0,5.0,4.0,3.0,7.0,8.0,5.0,1402.0
7.0,6.0,6.0,6.0,5.0,5.0,7.0,7.0,5.0,1402.0
10.0,5.0,10.0,9.0,2.0,4.0,9.0,10.0,2.0,1402.0
5.0,6.0,7.0,6.0,3.0,4.0,8.0,8.0,6.0,1402.0
2.0,2.0,6.0,6.0,7.0,2.0,6.0,6.0,5.0,1402.0
6.0,3.0,5.0,7.0,5.0,3.0,7.0,6.0,6.0,1402.0
8.0,6.0,9.0,6.0,5.0,5.0,8.0,8.0,5.0,1402.0
9.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,1402.0
7.0,6.0,7.0,8.0,3.0,3.0,9.0,9.0,5.0,1402.0
8.0,9.0,2.0,8.0,6.0,2.0,8.0,8.0,4.0,1402.0
8.0,6.0,8.0,6.0,3.0,6.0,8.0,8.0,6.0,1402.0
8.0,7.0,7.0,6.0,5.0,5.0,8.0,8.0,6.0,1402.0
5.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,8.0,1403.0
5.0,6.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,1403.0
7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,1403.0
4.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,8.0,1403.0
2.0,8.0,0.0,7.0,6.0,3.0,5.0,5.0,7.0,1403.0
5.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,1403.0
8.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,1403.0
6.0,7.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,1403.0
5.0,3.0,4.0,7.0,5.0,5.0,6.0,5.0,8.0,1403.0
6.0,2.0,4.0,6.0,5.0,2.0,5.0,6.0,4.0,1403.0
6.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,1403.0
5.0,8.0,5.0,6.0,5.0,7.0,5.0,7.0,6.0,1403.0
3.0,7.0,6.0,3.0,4.0,3.0,6.0,6.0,5.0,1403.0
7.0,8.0,5.0,7.0,6.0,7.0,6.0,5.0,7.0,1403.0
0.0,9.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1404.0
3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1404.0
2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1404.0
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1404.0
3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,1404.0
0.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,1404.0
2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1404.0
0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1404.0
0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1404.0
3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1404.0
1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1404.0
2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1404.0
1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1404.0
0.0,2.0,0.0,3.0,5.0,1.0,1.0,1.0,3.0,1404.0
7.0,9.0,7.0,10.0,10.0,10.0,7.0,7.0,10.0,1405.0
6.0,10.0,5.0,9.0,10.0,8.0,8.0,6.0,10.0,1405.0
6.0,9.0,5.0,8.0,9.0,8.0,6.0,6.0,9.0,1405.0
6.0,7.0,5.0,8.0,9.0,8.0,8.0,6.0,8.0,1405.0
6.0,4.0,2.0,10.0,10.0,5.0,6.0,5.0,8.0,1405.0
5.0,9.0,8.0,7.0,9.0,9.0,8.0,8.0,8.0,1405.0
5.0,8.0,5.0,10.0,10.0,8.0,7.0,7.0,8.0,1405.0
7.0,10.0,5.0,10.0,10.0,10.0,9.0,7.0,9.0,1405.0
6.0,9.0,5.0,10.0,10.0,9.0,7.0,5.0,9.0,1405.0
6.0,8.0,6.0,8.0,10.0,9.0,8.0,7.0,9.0,1405.0
8.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,1405.0
4.0,8.0,5.0,8.0,10.0,8.0,9.0,7.0,10.0,1405.0
5.0,9.0,5.0,9.0,10.0,6.0,6.0,6.0,7.0,1405.0
3.0,10.0,2.0,10.0,10.0,5.0,7.0,4.0,8.0,1405.0
4.0,,4.0,3.0,2.0,1.0,7.0,7.0,1.0,1406.0
4.0,5.0,5.0,5.0,2.0,1.0,6.0,6.0,4.0,1406.0
6.0,4.0,6.0,3.0,1.0,0.0,6.0,6.0,0.0,1406.0
7.0,5.0,6.0,3.0,1.0,2.0,6.0,6.0,3.0,1406.0
6.0,5.0,7.0,4.0,1.0,2.0,6.0,6.0,2.0,1406.0
6.0,3.0,2.0,6.0,3.0,2.0,5.0,7.0,2.0,1406.0
5.0,2.0,4.0,4.0,2.0,2.0,5.0,5.0,3.0,1406.0
6.0,4.0,5.0,4.0,2.0,2.0,6.0,7.0,3.0,1406.0
6.0,4.0,6.0,2.0,3.0,1.0,6.0,6.0,2.0,1406.0
6.0,5.0,4.0,4.0,4.0,3.0,7.0,6.0,3.0,1406.0
6.0,9.0,1.0,2.0,1.0,1.0,6.0,5.0,4.0,1406.0
6.0,5.0,5.0,3.0,4.0,4.0,6.0,6.0,3.0,1406.0
6.0,2.0,6.0,6.0,3.0,3.0,7.0,8.0,4.0,1406.0
5.0,3.0,5.0,4.0,3.0,0.0,5.0,6.0,4.0,1406.0
3.0,1.0,3.0,2.0,3.0,0.0,3.0,3.0,1.0,1408.0
4.0,1.0,3.0,2.0,0.0,1.0,3.0,3.0,1.0,1408.0
2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1408.0
4.0,1.0,4.0,2.0,2.0,1.0,3.0,4.0,1.0,1408.0
5.0,1.0,4.0,2.0,1.0,1.0,4.0,5.0,1.0,1408.0
6.0,0.0,4.0,2.0,0.0,0.0,5.0,5.0,0.0,1408.0
4.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,1408.0
3.0,1.0,3.0,1.0,1.0,1.0,4.0,6.0,1.0,1408.0
4.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,1408.0
5.0,2.0,5.0,2.0,2.0,1.0,5.0,6.0,1.0,1408.0
3.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,1408.0
0.0,10.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1408.0
5.0,2.0,3.0,3.0,3.0,0.0,4.0,5.0,0.0,1408.0
4.0,2.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,1408.0
5.0,5.0,5.0,5.0,3.0,8.0,5.0,6.0,9.0,1409.0
5.0,5.0,4.0,6.0,6.0,8.0,5.0,5.0,9.0,1409.0
1.0,9.0,0.0,5.0,6.0,5.0,7.0,3.0,9.0,1409.0
5.0,7.0,3.0,8.0,5.0,9.0,7.0,6.0,9.0,1409.0
5.0,5.0,5.0,5.0,6.0,9.0,6.0,5.0,7.0,1409.0
3.0,,4.0,5.0,4.0,7.0,7.0,5.0,9.0,1409.0
9.0,7.0,8.0,9.0,8.0,10.0,9.0,8.0,9.0,1409.0
6.0,6.0,7.0,8.0,8.0,9.0,8.0,7.0,10.0,1409.0
6.0,7.0,6.0,8.0,7.0,9.0,8.0,7.0,8.0,1409.0
5.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,1409.0
6.0,5.0,5.0,5.0,4.0,8.0,7.0,5.0,8.0,1409.0
4.0,5.0,5.0,7.0,5.0,9.0,5.0,5.0,8.0,1409.0
3.0,5.0,5.0,4.0,,9.0,7.0,5.0,9.0,1409.0
4.0,7.0,4.0,7.0,6.0,10.0,7.0,5.0,10.0,1409.0
0.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,601.0
1.0,8.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,601.0
0.0,,0.0,2.0,4.0,3.0,1.0,0.0,5.0,601.0
1.0,2.0,0.0,3.0,3.0,1.0,1.0,1.0,5.0,601.0
3.0,6.0,2.0,2.0,3.0,1.0,1.0,2.0,7.0,601.0
0.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,601.0
0.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,601.0
0.0,5.0,0.0,6.0,6.0,4.0,0.0,0.0,5.0,601.0
4.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,602.0
0.0,6.0,2.0,1.0,4.0,0.0,3.0,4.0,3.0,602.0
4.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,602.0
4.0,7.0,4.0,4.0,6.0,2.0,4.0,4.0,3.0,602.0
3.0,3.0,2.0,2.0,0.0,0.0,4.0,3.0,2.0,602.0
5.0,6.0,4.0,3.0,3.0,2.0,3.0,3.0,7.0,602.0
0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,602.0
1.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,602.0
5.0,9.0,4.0,3.0,3.0,1.0,4.0,4.0,7.0,605.0
3.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,605.0
0.0,0.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0,605.0
5.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,605.0
4.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,605.0
3.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,605.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,605.0
0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,605.0
9.0,8.0,7.0,7.0,10.0,9.0,9.0,10.0,9.0,609.0
7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,609.0
6.0,4.0,8.0,8.0,7.0,8.0,8.0,8.0,3.0,609.0
8.0,5.0,8.0,6.0,6.0,5.0,7.0,7.0,8.0,609.0
9.0,8.0,7.0,9.0,8.0,9.0,8.0,8.0,7.0,609.0
1.0,9.0,7.0,9.0,8.0,8.0,8.0,7.0,7.0,609.0
9.0,10.0,9.0,8.0,8.0,9.0,8.0,10.0,7.0,609.0
6.0,7.0,7.0,8.0,9.0,7.0,8.0,8.0,7.0,609.0
1.0,8.0,1.0,10.0,10.0,9.0,10.0,10.0,10.0,610.0
4.0,8.0,7.0,9.0,10.0,6.0,10.0,6.0,6.0,610.0
5.0,9.0,6.0,9.0,10.0,7.0,10.0,4.0,8.0,610.0
4.0,7.0,5.0,10.0,10.0,8.0,10.0,7.0,10.0,610.0
5.0,7.0,3.0,8.0,9.0,8.0,8.0,9.0,9.0,610.0
2.0,8.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,610.0
4.0,4.0,5.0,8.0,10.0,7.0,10.0,5.0,4.0,610.0
6.0,7.0,3.0,10.0,10.0,7.0,10.0,4.0,8.0,610.0
,,6.0,,8.0,6.0,7.0,7.0,6.0,613.0
2.0,3.0,2.0,3.0,3.0,1.0,5.0,5.0,4.0,613.0
6.0,8.0,,8.0,7.0,6.0,6.0,6.0,5.0,613.0
6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,613.0
6.0,6.0,6.0,3.0,7.0,1.0,7.0,8.0,4.0,613.0
9.0,10.0,9.0,6.0,6.0,6.0,7.0,8.0,4.0,613.0
7.0,6.0,7.0,1.0,2.0,3.0,5.0,5.0,2.0,613.0
5.0,5.0,6.0,6.0,5.0,7.0,7.0,6.0,5.0,613.0
3.0,6.0,2.0,3.0,4.0,1.0,2.0,2.0,8.0,627.0
1.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,5.0,627.0
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,627.0
1.0,4.0,0.0,5.0,5.0,3.0,1.0,1.0,3.0,627.0
0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,627.0
0.0,0.0,0.0,2.0,4.0,0.0,2.0,1.0,2.0,627.0
0.0,8.0,0.0,2.0,3.0,,1.0,0.0,4.0,627.0
2.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,627.0
8.0,9.0,7.0,10.0,10.0,9.0,10.0,8.0,10.0,628.0
5.0,9.0,6.0,9.0,10.0,8.0,10.0,4.0,8.0,628.0
,,7.0,10.0,10.0,9.0,9.0,7.0,9.0,628.0
,,,,,,,,9.0,628.0
5.0,5.0,5.0,8.0,8.0,8.0,8.0,9.0,9.0,628.0
,,,,,,,,,628.0
5.0,3.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,628.0
,,,,10.0,,9.0,,10.0,628.0
6.0,4.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,626.0
6.0,7.0,6.0,8.0,5.0,2.0,6.0,6.0,4.0,626.0
,,,,,,,,,626.0
7.0,4.0,7.0,3.0,1.0,2.0,6.0,6.0,2.0,626.0
6.0,7.0,5.0,5.0,8.0,3.0,6.0,6.0,4.0,626.0
,,,,,,,,,626.0
5.0,5.0,5.0,6.0,7.0,1.0,7.0,7.0,1.0,626.0
1.0,4.0,6.0,8.0,7.0,2.0,6.0,6.0,1.0,626.0
8.0,8.0,8.0,9.0,5.0,6.0,6.0,6.0,7.0,301.0
4.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,302.0
10.0,9.0,10.0,2.0,3.0,3.0,7.0,7.0,4.0,303.0
2.0,0.0,3.0,2.0,2.0,1.0,4.0,4.0,1.0,304.0
0.0,5.0,0.0,0.0,6.0,1.0,1.0,1.0,5.0,306.0
8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,308.0
9.0,10.0,6.0,10.0,10.0,9.0,10.0,10.0,10.0,310.0
,,,,,,,,,311.0
,,,,,,,,,312.0
5.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,301.0
3.0,6.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,302.0
8.0,,8.0,2.0,7.0,3.0,7.0,8.0,4.0,303.0
2.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,304.0
0.0,4.0,0.0,1.0,5.0,1.0,2.0,2.0,3.0,306.0
5.0,8.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,308.0
,8.0,4.0,9.0,10.0,8.0,9.0,5.0,8.0,310.0
,,,1.0,,1.0,2.0,,2.0,311.0
,,,,,,,,,312.0
5.0,6.0,6.0,4.0,5.0,4.0,6.0,6.0,7.0,301.0
4.0,6.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,302.0
7.0,6.0,9.0,2.0,6.0,2.0,6.0,7.0,4.0,303.0
2.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,0.0,304.0
2.0,6.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,306.0
5.0,6.0,6.0,4.0,7.0,4.0,7.0,8.0,8.0,308.0
5.0,9.0,5.0,8.0,10.0,5.0,10.0,10.0,10.0,310.0
,,,,,,,,,311.0
,,,,,,,,,312.0
3.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,301.0
2.0,3.0,2.0,5.0,3.0,2.0,4.0,4.0,2.0,302.0
9.0,10.0,10.0,5.0,5.0,4.0,6.0,9.0,5.0,303.0
2.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,0.0,304.0
0.0,6.0,0.0,1.0,4.0,2.0,2.0,1.0,4.0,306.0
5.0,5.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,308.0
6.0,10.0,5.0,9.0,10.0,10.0,9.0,7.0,9.0,310.0
4.0,,3.0,1.0,,1.0,3.0,3.0,2.0,311.0
,,,,,,,,,312.0
7.0,7.0,6.0,7.0,4.0,5.0,6.0,6.0,5.0,301.0
3.0,7.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,302.0
9.0,4.0,9.0,3.0,7.0,6.0,7.0,8.0,4.0,303.0
2.0,10.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,304.0
0.0,5.0,0.0,3.0,3.0,2.0,2.0,1.0,3.0,306.0
7.0,5.0,8.0,10.0,8.0,8.0,8.0,6.0,8.0,308.0
,2.0,6.0,10.0,10.0,10.0,9.0,7.0,10.0,310.0
,,,,,,,,,311.0
,,,,,,,,,312.0
4.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,301.0
1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,302.0
9.0,8.0,9.0,2.0,6.0,1.0,6.0,7.0,3.0,303.0
3.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,304.0
0.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,5.0,306.0
4.0,7.0,4.0,8.0,8.0,8.0,6.0,5.0,8.0,308.0
5.0,10.0,5.0,9.0,10.0,10.0,9.0,6.0,10.0,310.0
2.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,2.0,311.0
,,,,,,,,,312.0
7.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,301.0
2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,302.0
10.0,7.0,9.0,3.0,6.0,1.0,7.0,9.0,3.0,303.0
4.0,0.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,304.0
0.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,306.0
6.0,4.0,5.0,9.0,8.0,7.0,8.0,5.0,8.0,308.0
7.0,8.0,7.0,10.0,10.0,9.0,10.0,8.0,10.0,310.0
,,,,,,,,2.0,311.0
,,,,,,,,,312.0
,,,,,,7.0,8.0,8.0,301.0
,,,,,,5.0,7.0,5.0,302.0
,,,,,,5.0,9.0,1.0,303.0
,,,,,,5.0,7.0,1.0,304.0
,,,,,,2.0,3.0,4.0,306.0
,,,,,,8.0,8.0,9.0,308.0
,,,,,,9.0,8.0,10.0,310.0
,,,,,,1.0,2.0,0.0,311.0
,,,,,,1.0,2.0,0.0,312.0
7.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,301.0
4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,302.0
9.0,7.0,9.0,6.0,7.0,4.0,7.0,8.0,4.0,303.0
5.0,3.0,5.0,3.0,2.0,2.0,4.0,5.0,1.0,304.0
3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,306.0
7.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,308.0
9.0,9.0,6.0,9.0,10.0,8.0,9.0,6.0,9.0,310.0
,,,,,,,,,311.0
,,,,,,,,,312.0
4.0,4.0,6.0,7.0,7.0,2.0,6.0,7.0,4.0,301.0
3.0,3.0,3.0,6.0,5.0,0.0,3.0,3.0,2.0,302.0
8.0,7.0,8.0,5.0,7.0,0.0,7.0,8.0,2.0,303.0
0.0,0.0,4.0,4.0,3.0,0.0,3.0,3.0,1.0,304.0
0.0,2.0,0.0,4.0,3.0,0.0,1.0,1.0,2.0,306.0
4.0,4.0,6.0,8.0,8.0,5.0,8.0,7.0,7.0,308.0
6.0,10.0,6.0,10.0,10.0,7.0,10.0,6.0,10.0,310.0
,,,,,,,,,311.0
,,,,,,,,,312.0
7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,6.0,301.0
3.0,4.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,302.0
9.0,8.0,7.0,8.0,9.0,4.0,8.0,8.0,3.0,303.0
4.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,304.0
2.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,306.0
8.0,8.0,7.0,8.0,9.0,7.0,8.0,8.0,6.0,308.0
10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,310.0
,,,,,,,,,311.0
,,,,,,,,,312.0
6.0,7.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,301.0
3.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,302.0
8.0,9.0,9.0,2.0,6.0,2.0,7.0,8.0,4.0,303.0
4.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,304.0
1.0,5.0,1.0,4.0,5.0,2.0,1.0,1.0,4.0,306.0
6.0,7.0,6.0,7.0,8.0,6.0,7.0,6.0,8.0,308.0
7.0,10.0,7.0,9.0,10.0,10.0,9.0,7.0,10.0,310.0
,,,,,,,,,311.0
,,,,,,,,,312.0
8.0,8.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,301.0
3.0,6.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,302.0
10.0,9.0,10.0,3.0,6.0,2.0,8.0,9.0,2.0,303.0
1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,304.0
0.0,3.0,0.0,,2.0,,1.0,1.0,2.0,306.0
9.0,8.0,8.0,10.0,8.0,8.0,8.0,6.0,8.0,308.0
,10.0,6.0,10.0,10.0,10.0,9.0,5.0,9.0,310.0
,,,,,2.0,,,1.0,311.0
,,,,,,,,,312.0
7.0,7.0,7.0,6.0,9.0,5.0,5.0,5.0,6.0,301.0
1.0,5.0,2.0,3.0,6.0,0.0,5.0,5.0,1.0,302.0
10.0,7.0,10.0,0.0,3.0,0.0,5.0,8.0,0.0,303.0
2.0,0.0,5.0,0.0,0.0,0.0,2.0,6.0,0.0,304.0
0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,306.0
5.0,6.0,6.0,7.0,9.0,5.0,5.0,5.0,7.0,308.0
,10.0,5.0,10.0,10.0,10.0,9.0,6.0,9.0,310.0
,,,,,0.0,,,,311.0
,,,,,0.0,,,,312.0
6.0,5.0,6.0,7.0,4.0,5.0,6.0,6.0,6.0,301.0
3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,302.0
10.0,6.0,9.0,3.0,6.0,2.0,6.0,8.0,4.0,303.0
6.0,0.0,6.0,1.0,0.0,0.0,4.0,5.0,0.0,304.0
2.0,5.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,306.0
5.0,5.0,5.0,8.0,6.0,6.0,7.0,6.0,8.0,308.0
7.0,8.0,7.0,10.0,10.0,10.0,9.0,7.0,10.0,310.0
4.0,5.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,311.0
5.0,0.0,,,0.0,5.0,5.0,5.0,3.0,312.0
5.0,7.0,6.0,8.0,7.0,6.0,7.0,7.0,7.0,301.0
3.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,302.0
9.0,8.0,8.0,5.0,4.0,2.0,6.0,8.0,4.0,303.0
2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,304.0
0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,306.0
5.0,7.0,5.0,8.0,8.0,7.0,8.0,6.0,8.0,308.0
9.0,9.0,8.0,9.0,10.0,9.0,9.0,8.0,9.0,310.0
,,,1.0,1.0,1.0,2.0,3.0,1.0,311.0
,1.0,,,,,1.0,2.0,,312.0
6.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,5.0,301.0
4.0,6.0,4.0,6.0,7.0,4.0,4.0,4.0,5.0,302.0
7.0,7.0,8.0,3.0,7.0,2.0,7.0,8.0,4.0,303.0
6.0,4.0,6.0,3.0,5.0,2.0,7.0,7.0,2.0,304.0
2.0,5.0,2.0,6.0,5.0,3.0,2.0,2.0,4.0,306.0
5.0,5.0,5.0,8.0,9.0,7.0,6.0,6.0,7.0,308.0
5.0,9.0,5.0,10.0,10.0,10.0,9.0,5.0,10.0,310.0
,,,,,,,,,311.0
,,,,,,,,,312.0
4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,301.0
1.0,2.0,0.0,2.0,3.0,1.0,2.0,3.0,3.0,302.0
7.0,7.0,5.0,7.0,5.0,2.0,6.0,6.0,5.0,303.0
2.0,1.0,1.0,4.0,2.0,0.0,2.0,2.0,2.0,304.0
0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,306.0
8.0,6.0,6.0,7.0,5.0,3.0,5.0,7.0,6.0,308.0
5.0,8.0,5.0,10.0,8.0,9.0,8.0,8.0,9.0,310.0
,,,,,,,,,311.0
,,,,,,,,,312.0
,7.0,,7.0,7.0,,7.0,6.0,7.0,301.0
,5.0,,5.0,5.0,,3.0,3.0,3.0,302.0
,9.0,,2.0,6.0,,5.0,8.0,2.0,303.0
,1.0,,1.0,1.0,,3.0,3.0,1.0,304.0
,4.0,,1.0,2.0,,1.0,1.0,2.0,306.0
,6.0,,8.0,8.0,,8.0,5.0,8.0,308.0
,1.0,,10.0,10.0,,9.0,5.0,9.0,310.0
,,,,,,,,,311.0
,,,,,,,,,312.0
4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,301.0
2.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,302.0
9.0,7.0,9.0,2.0,6.0,1.0,6.0,8.0,2.0,303.0
2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,304.0
0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,306.0
4.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,3.0,308.0
7.0,8.0,5.0,8.0,10.0,9.0,9.0,3.0,9.0,310.0
1.0,,3.0,0.0,0.0,0.0,2.0,,0.0,311.0
10.0,,,,,,,,,312.0
6.0,6.0,5.0,7.0,6.0,6.0,5.0,5.0,7.0,301.0
4.0,6.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,302.0
7.0,8.0,7.0,4.0,7.0,2.0,6.0,7.0,8.0,303.0
2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,304.0
1.0,8.0,2.0,5.0,3.0,3.0,1.0,1.0,4.0,306.0
9.0,9.0,9.0,9.0,10.0,9.0,9.0,8.0,9.0,308.0
3.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,310.0
,,,,,,,,,311.0
,,,,,,,,,312.0
3.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,401.0
5.0,8.0,5.0,2.0,5.0,2.0,5.0,5.0,3.0,401.0
3.0,,3.0,3.0,7.0,5.0,4.0,3.0,3.0,401.0
5.0,5.0,4.0,6.0,5.0,2.0,5.0,5.0,4.0,401.0
3.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,401.0
3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,401.0
5.0,5.0,4.0,4.0,6.0,,4.0,4.0,5.0,401.0
